RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"15,824",+/-69,(X),(X),"7,625",+/-30,(X),(X),"8,199",+/-59,(X),(X)
High school graduate or higher,"13,014",+/-240,82.2%,+/-1.5,"6,251",+/-177,82.0%,+/-2.3,"6,763",+/-170,82.5%,+/-2.0
Bachelor's degree or higher,"1,751",+/-221,11.1%,+/-1.4,746,+/-150,9.8%,+/-2.0,"1,005",+/-149,12.3%,+/-1.8
"White alone, not Hispanic or Latino","15,737",+/-19,(X),(X),"7,606",+/-21,(X),(X),"8,131",+/-19,(X),(X)
High school graduate or higher,"12,940",+/-231,82.2%,+/-1.5,"6,232",+/-173,81.9%,+/-2.3,"6,708",+/-163,82.5%,+/-2.0
Bachelor's degree or higher,"1,751",+/-221,11.1%,+/-1.4,746,+/-150,9.8%,+/-2.0,"1,005",+/-149,12.4%,+/-1.8
Black alone,369,+/-46,(X),(X),151,+/-42,(X),(X),218,+/-52,(X),(X)
High school graduate or higher,303,+/-53,82.1%,+/-11.2,130,+/-46,86.1%,+/-15.8,173,+/-43,79.4%,+/-15.4
Bachelor's degree or higher,40,+/-44,10.8%,+/-11.8,29,+/-31,19.2%,+/-19.9,11,+/-17,5.0%,+/-8.3
American Indian or Alaska Native alone,0,+/-21,(X),(X),0,+/-21,(X),(X),0,+/-21,(X),(X)
High school graduate or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Bachelor's degree or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Asian alone,21,+/-28,(X),(X),14,+/-17,(X),(X),7,+/-14,(X),(X)
High school graduate or higher,21,+/-28,100.0%,+/-62.2,14,+/-17,100.0%,+/-76.1,7,+/-14,100.0%,+/-100.0
Bachelor's degree or higher,21,+/-28,100.0%,+/-62.2,14,+/-17,100.0%,+/-76.1,7,+/-14,100.0%,+/-100.0
Native Hawaiian and Other Pacific Islander alone,0,+/-21,(X),(X),0,+/-21,(X),(X),0,+/-21,(X),(X)
High school graduate or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Bachelor's degree or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Some other race alone,97,+/-37,(X),(X),60,+/-36,(X),(X),37,+/-30,(X),(X)
High school graduate or higher,50,+/-38,51.5%,+/-33.1,13,+/-22,21.7%,+/-37.1,37,+/-30,100.0%,+/-46.8
Bachelor's degree or higher,0,+/-21,0.0%,+/-26.1,0,+/-21,0.0%,+/-36.7,0,+/-21,0.0%,+/-46.8
Two or more races,47,+/-41,(X),(X),22,+/-23,(X),(X),25,+/-26,(X),(X)
High school graduate or higher,24,+/-26,51.1%,+/-26.6,15,+/-20,68.2%,+/-46.5,9,+/-17,36.0%,+/-48.3
Bachelor's degree or higher,0,+/-21,0.0%,+/-41.6,0,+/-21,0.0%,+/-60.7,0,+/-21,0.0%,+/-57.0
Hispanic or Latino Origin,184,+/-46,(X),(X),79,+/-35,(X),(X),105,+/-68,(X),(X)
High school graduate or higher,124,+/-78,67.4%,+/-26.6,32,+/-39,40.5%,+/-43.4,92,+/-65,87.6%,+/-21.0
Bachelor's degree or higher,0,+/-21,0.0%,+/-15.0,0,+/-21,0.0%,+/-30.6,0,+/-21,0.0%,+/-24.5
