Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"12,676",+/-279,(X),(X),"6,884",+/-200,(X),(X),"5,792",+/-146,(X),(X)
Less than high school graduate,"2,452",+/-336,19.3%,+/-2.6,"1,475",+/-208,21.4%,+/-3.0,977,+/-218,16.9%,+/-3.7
High school graduate (includes equivalency),"3,891",+/-482,30.7%,+/-4.0,"2,405",+/-335,34.9%,+/-5.1,"1,486",+/-296,25.7%,+/-5.3
Some college or associate's degree,"4,993",+/-593,39.4%,+/-4.3,"2,471",+/-394,35.9%,+/-5.3,"2,522",+/-350,43.5%,+/-5.7
Bachelor's degree or higher,"1,340",+/-290,10.6%,+/-2.3,533,+/-175,7.7%,+/-2.6,807,+/-203,13.9%,+/-3.4
Population 25 years and over,"102,640",+/-272,(X),(X),"50,124",+/-210,(X),(X),"52,516",+/-180,(X),(X)
Less than 9th grade,"1,823",+/-355,1.8%,+/-0.3,876,+/-275,1.7%,+/-0.5,947,+/-198,1.8%,+/-0.4
"9th to 12th grade, no diploma","4,851",+/-545,4.7%,+/-0.5,"2,473",+/-419,4.9%,+/-0.8,"2,378",+/-366,4.5%,+/-0.7
High school graduate (includes equivalency),"29,288","+/-1,318",28.5%,+/-1.3,"14,340",+/-934,28.6%,+/-1.9,"14,948",+/-735,28.5%,+/-1.4
"Some college, no degree","21,881","+/-1,195",21.3%,+/-1.2,"10,817",+/-789,21.6%,+/-1.6,"11,064",+/-751,21.1%,+/-1.4
Associate's degree,"9,190",+/-791,9.0%,+/-0.8,"4,756",+/-633,9.5%,+/-1.3,"4,434",+/-457,8.4%,+/-0.9
Bachelor's degree,"24,094","+/-1,304",23.5%,+/-1.3,"11,770",+/-788,23.5%,+/-1.6,"12,324",+/-790,23.5%,+/-1.5
Graduate or professional degree,"11,513",+/-903,11.2%,+/-0.9,"5,092",+/-505,10.2%,+/-1.0,"6,421",+/-612,12.2%,+/-1.2
Percent high school graduate or higher,(X),(X),93.5%,+/-0.6,(X),(X),93.3%,+/-1.0,(X),(X),93.7%,+/-0.8
Percent bachelor's degree or higher,(X),(X),34.7%,+/-1.5,(X),(X),33.6%,+/-1.9,(X),(X),35.7%,+/-1.5
Population 25 to 34 years,"19,105",+/-380,(X),(X),"9,572",+/-329,(X),(X),"9,533",+/-177,(X),(X)
High school graduate or higher,"17,949",+/-446,93.9%,+/-1.4,"9,007",+/-380,94.1%,+/-1.8,"8,942",+/-229,93.8%,+/-2.0
Bachelor's degree or higher,"8,065",+/-606,42.2%,+/-3.3,"3,620",+/-433,37.8%,+/-4.7,"4,445",+/-346,46.6%,+/-3.7
Population 35 to 44 years,"23,030",+/-412,(X),(X),"11,561",+/-300,(X),(X),"11,469",+/-292,(X),(X)
High school graduate or higher,"22,003",+/-428,95.5%,+/-1.1,"10,885",+/-330,94.2%,+/-1.8,"11,118",+/-323,96.9%,+/-1.3
Bachelor's degree or higher,"10,291",+/-824,44.7%,+/-3.4,"4,565",+/-535,39.5%,+/-4.4,"5,726",+/-478,49.9%,+/-4.2
Population 45 to 64 years,"41,236",+/-386,(X),(X),"20,497",+/-217,(X),(X),"20,739",+/-311,(X),(X)
High school graduate or higher,"38,856",+/-551,94.2%,+/-1.1,"19,202",+/-376,93.7%,+/-1.8,"19,654",+/-391,94.8%,+/-1.2
Bachelor's degree or higher,"13,362",+/-872,32.4%,+/-2.1,"6,451",+/-638,31.5%,+/-3.0,"6,911",+/-463,33.3%,+/-2.2
Population 65 years and over,"19,269",+/-217,(X),(X),"8,494",+/-166,(X),(X),"10,775",+/-179,(X),(X)
High school graduate or higher,"17,158",+/-368,89.0%,+/-1.8,"7,681",+/-237,90.4%,+/-2.4,"9,477",+/-257,88.0%,+/-2.1
Bachelor's degree or higher,"3,889",+/-371,20.2%,+/-1.9,"2,226",+/-248,26.2%,+/-2.8,"1,663",+/-239,15.4%,+/-2.2
