RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"8,908",+/-36,(X),(X),"4,443",+/-27,(X),(X),"4,465",+/-25,(X),(X)
High school graduate or higher,"7,698",+/-159,86.4%,+/-1.8,"3,753",+/-121,84.5%,+/-2.8,"3,945",+/-107,88.4%,+/-2.3
Bachelor's degree or higher,"1,034",+/-185,11.6%,+/-2.1,403,+/-99,9.1%,+/-2.2,631,+/-123,14.1%,+/-2.8
"White alone, not Hispanic or Latino","8,898",+/-47,(X),(X),"4,433",+/-41,(X),(X),"4,465",+/-25,(X),(X)
High school graduate or higher,"7,688",+/-159,86.4%,+/-1.8,"3,743",+/-123,84.4%,+/-2.8,"3,945",+/-107,88.4%,+/-2.3
Bachelor's degree or higher,"1,034",+/-185,11.6%,+/-2.1,403,+/-99,9.1%,+/-2.3,631,+/-123,14.1%,+/-2.8
Black alone,17,+/-15,(X),(X),17,+/-15,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,17,+/-15,100.0%,+/-69.1,17,+/-15,100.0%,+/-69.1,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,0.0%,+/-69.1,0,+/-18,0.0%,+/-69.1,0,+/-18,-,**
American Indian or Alaska Native alone,0,+/-18,(X),(X),0,+/-18,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,0,+/-18,-,**,0,+/-18,-,**,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,-,**,0,+/-18,-,**,0,+/-18,-,**
Asian alone,10,+/-15,(X),(X),0,+/-18,(X),(X),10,+/-15,(X),(X)
High school graduate or higher,10,+/-15,100.0%,+/-90.1,0,+/-18,-,**,10,+/-15,100.0%,+/-90.1
Bachelor's degree or higher,10,+/-15,100.0%,+/-90.1,0,+/-18,-,**,10,+/-15,100.0%,+/-90.1
Native Hawaiian and Other Pacific Islander alone,0,+/-18,(X),(X),0,+/-18,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,0,+/-18,-,**,0,+/-18,-,**,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,-,**,0,+/-18,-,**,0,+/-18,-,**
Some other race alone,0,+/-18,(X),(X),0,+/-18,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,0,+/-18,-,**,0,+/-18,-,**,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,-,**,0,+/-18,-,**,0,+/-18,-,**
Two or more races,42,+/-29,(X),(X),19,+/-23,(X),(X),23,+/-20,(X),(X)
High school graduate or higher,26,+/-24,61.9%,+/-33.9,10,+/-18,52.6%,+/-52.6,16,+/-17,69.6%,+/-40.5
Bachelor's degree or higher,0,+/-18,0.0%,+/-44.0,0,+/-18,0.0%,+/-65.4,0,+/-18,0.0%,+/-59.4
Hispanic or Latino Origin,10,+/-18,(X),(X),10,+/-18,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,10,+/-18,100.0%,+/-90.1,10,+/-18,100.0%,+/-90.1,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,0.0%,+/-90.1,0,+/-18,0.0%,+/-90.1,0,+/-18,-,**
