Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"23,185",+/-118,(X),(X),"11,025",+/-82,(X),(X),"12,160",+/-97,(X),(X)
Less than high school graduate,"2,021",+/-254,8.7%,+/-1.1,"1,166",+/-209,10.6%,+/-1.9,855,+/-195,7.0%,+/-1.6
High school graduate (includes equivalency),"4,422",+/-433,19.1%,+/-1.9,"2,620",+/-344,23.8%,+/-3.1,"1,802",+/-310,14.8%,+/-2.6
Some college or associate's degree,"14,461",+/-602,62.4%,+/-2.6,"6,075",+/-460,55.1%,+/-4.1,"8,386",+/-422,69.0%,+/-3.4
Bachelor's degree or higher,"2,281",+/-382,9.8%,+/-1.6,"1,164",+/-267,10.6%,+/-2.4,"1,117",+/-245,9.2%,+/-2.0
Population 25 years and over,"71,040",+/-119,(X),(X),"33,673",+/-91,(X),(X),"37,367",+/-102,(X),(X)
Less than 9th grade,"2,000",+/-247,2.8%,+/-0.3,"1,047",+/-180,3.1%,+/-0.5,953,+/-135,2.6%,+/-0.4
"9th to 12th grade, no diploma","5,443",+/-454,7.7%,+/-0.6,"2,686",+/-359,8.0%,+/-1.1,"2,757",+/-298,7.4%,+/-0.8
High school graduate (includes equivalency),"25,314",+/-761,35.6%,+/-1.1,"12,450",+/-584,37.0%,+/-1.7,"12,864",+/-504,34.4%,+/-1.3
"Some college, no degree","15,619",+/-711,22.0%,+/-1.0,"7,492",+/-460,22.2%,+/-1.4,"8,127",+/-453,21.7%,+/-1.2
Associate's degree,"6,122",+/-458,8.6%,+/-0.6,"2,421",+/-289,7.2%,+/-0.9,"3,701",+/-348,9.9%,+/-0.9
Bachelor's degree,"9,560",+/-600,13.5%,+/-0.8,"4,202",+/-358,12.5%,+/-1.1,"5,358",+/-411,14.3%,+/-1.1
Graduate or professional degree,"6,982",+/-544,9.8%,+/-0.8,"3,375",+/-343,10.0%,+/-1.0,"3,607",+/-326,9.7%,+/-0.9
Percent high school graduate or higher,(X),(X),89.5%,+/-0.7,(X),(X),88.9%,+/-1.1,(X),(X),90.1%,+/-0.9
Percent bachelor's degree or higher,(X),(X),23.3%,+/-1.0,(X),(X),22.5%,+/-1.3,(X),(X),24.0%,+/-1.2
Population 25 to 34 years,"12,650",+/-161,(X),(X),"6,357",+/-101,(X),(X),"6,293",+/-113,(X),(X)
High school graduate or higher,"11,518",+/-273,91.1%,+/-1.9,"5,702",+/-198,89.7%,+/-2.9,"5,816",+/-158,92.4%,+/-2.0
Bachelor's degree or higher,"3,513",+/-405,27.8%,+/-3.2,"1,655",+/-232,26.0%,+/-3.6,"1,858",+/-264,29.5%,+/-4.3
Population 35 to 44 years,"12,062",+/-121,(X),(X),"5,924",+/-75,(X),(X),"6,138",+/-89,(X),(X)
High school graduate or higher,"11,323",+/-165,93.9%,+/-1.4,"5,462",+/-138,92.2%,+/-2.1,"5,861",+/-96,95.5%,+/-1.6
Bachelor's degree or higher,"3,387",+/-357,28.1%,+/-2.9,"1,346",+/-193,22.7%,+/-3.2,"2,041",+/-251,33.3%,+/-4.1
Population 45 to 64 years,"27,637",+/-157,(X),(X),"13,316",+/-86,(X),(X),"14,321",+/-108,(X),(X)
High school graduate or higher,"25,123",+/-312,90.9%,+/-0.9,"11,843",+/-218,88.9%,+/-1.5,"13,280",+/-210,92.7%,+/-1.2
Bachelor's degree or higher,"6,028",+/-499,21.8%,+/-1.8,"2,759",+/-253,20.7%,+/-1.9,"3,269",+/-357,22.8%,+/-2.5
Population 65 years and over,"18,691",+/-70,(X),(X),"8,076",+/-45,(X),(X),"10,615",+/-64,(X),(X)
High school graduate or higher,"15,633",+/-309,83.6%,+/-1.6,"6,933",+/-199,85.8%,+/-2.4,"8,700",+/-194,82.0%,+/-1.7
Bachelor's degree or higher,"3,614",+/-332,19.3%,+/-1.8,"1,817",+/-212,22.5%,+/-2.6,"1,797",+/-194,16.9%,+/-1.8
