Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"3,439",+/-160,(X),(X),"1,968",+/-208,(X),(X),"1,471",+/-174,(X),(X)
Less than high school graduate,796,+/-146,23.1%,+/-4.3,557,+/-119,28.3%,+/-6.3,239,+/-121,16.2%,+/-7.8
High school graduate (includes equivalency),"1,382",+/-246,40.2%,+/-6.7,882,+/-237,44.8%,+/-8.7,500,+/-112,34.0%,+/-8.5
Some college or associate's degree,"1,079",+/-201,31.4%,+/-5.7,474,+/-106,24.1%,+/-6.1,605,+/-173,41.1%,+/-8.9
Bachelor's degree or higher,182,+/-75,5.3%,+/-2.2,55,+/-41,2.8%,+/-2.1,127,+/-59,8.6%,+/-4.0
Population 25 years and over,"24,750",+/-159,(X),(X),"13,166",+/-160,(X),(X),"11,584",+/-62,(X),(X)
Less than 9th grade,958,+/-194,3.9%,+/-0.8,526,+/-122,4.0%,+/-0.9,432,+/-114,3.7%,+/-1.0
"9th to 12th grade, no diploma","2,731",+/-305,11.0%,+/-1.2,"1,525",+/-234,11.6%,+/-1.8,"1,206",+/-189,10.4%,+/-1.6
High school graduate (includes equivalency),"10,554",+/-472,42.6%,+/-1.9,"5,818",+/-312,44.2%,+/-2.4,"4,736",+/-305,40.9%,+/-2.6
"Some college, no degree","5,622",+/-389,22.7%,+/-1.5,"3,043",+/-290,23.1%,+/-2.2,"2,579",+/-248,22.3%,+/-2.2
Associate's degree,"1,931",+/-235,7.8%,+/-0.9,953,+/-182,7.2%,+/-1.4,978,+/-161,8.4%,+/-1.4
Bachelor's degree,"1,856",+/-209,7.5%,+/-0.8,845,+/-149,6.4%,+/-1.1,"1,011",+/-137,8.7%,+/-1.2
Graduate or professional degree,"1,098",+/-170,4.4%,+/-0.7,456,+/-92,3.5%,+/-0.7,642,+/-131,5.5%,+/-1.1
Percent high school graduate or higher,(X),(X),85.1%,+/-1.4,(X),(X),84.4%,+/-1.9,(X),(X),85.9%,+/-1.9
Percent bachelor's degree or higher,(X),(X),11.9%,+/-1.1,(X),(X),9.9%,+/-1.3,(X),(X),14.3%,+/-1.5
Population 25 to 34 years,"4,580",+/-157,(X),(X),"2,745",+/-136,(X),(X),"1,835",+/-71,(X),(X)
High school graduate or higher,"3,711",+/-207,81.0%,+/-3.3,"2,128",+/-175,77.5%,+/-4.9,"1,583",+/-116,86.3%,+/-4.9
Bachelor's degree or higher,531,+/-146,11.6%,+/-3.2,179,+/-72,6.5%,+/-2.7,352,+/-99,19.2%,+/-5.2
Population 35 to 44 years,"4,644",+/-106,(X),(X),"2,611",+/-96,(X),(X),"2,033",+/-49,(X),(X)
High school graduate or higher,"4,053",+/-145,87.3%,+/-3.3,"2,241",+/-114,85.8%,+/-4.9,"1,812",+/-102,89.1%,+/-4.6
Bachelor's degree or higher,636,+/-124,13.7%,+/-2.7,296,+/-79,11.3%,+/-3.0,340,+/-86,16.7%,+/-4.2
Population 45 to 64 years,"9,804",+/-110,(X),(X),"5,212",+/-88,(X),(X),"4,592",+/-59,(X),(X)
High school graduate or higher,"8,641",+/-233,88.1%,+/-2.2,"4,521",+/-170,86.7%,+/-2.9,"4,120",+/-130,89.7%,+/-2.7
Bachelor's degree or higher,"1,148",+/-186,11.7%,+/-1.9,488,+/-113,9.4%,+/-2.1,660,+/-115,14.4%,+/-2.5
Population 65 years and over,"5,722",+/-64,(X),(X),"2,598",+/-42,(X),(X),"3,124",+/-60,(X),(X)
High school graduate or higher,"4,656",+/-177,81.4%,+/-3.0,"2,225",+/-121,85.6%,+/-4.4,"2,431",+/-126,77.8%,+/-4.0
Bachelor's degree or higher,639,+/-111,11.2%,+/-1.9,338,+/-71,13.0%,+/-2.7,301,+/-79,9.6%,+/-2.5
