Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,608,+/-32,(X),(X),341,+/-32,(X),(X),267,+/-12,(X),(X)
Less than high school graduate,141,+/-54,23.2%,+/-9.0,80,+/-26,23.5%,+/-8.1,61,+/-39,22.8%,+/-14.6
High school graduate (includes equivalency),238,+/-77,39.1%,+/-11.9,167,+/-55,49.0%,+/-13.9,71,+/-41,26.6%,+/-14.8
Some college or associate's degree,182,+/-47,29.9%,+/-7.9,50,+/-28,14.7%,+/-8.3,132,+/-39,49.4%,+/-14.6
Bachelor's degree or higher,47,+/-40,7.7%,+/-6.6,44,+/-40,12.9%,+/-11.8,3,+/-5,1.1%,+/-2.1
Population 25 years and over,"4,963",+/-61,(X),(X),"2,347",+/-22,(X),(X),"2,616",+/-57,(X),(X)
Less than 9th grade,116,+/-47,2.3%,+/-0.9,98,+/-42,4.2%,+/-1.8,18,+/-17,0.7%,+/-0.6
"9th to 12th grade, no diploma",480,+/-117,9.7%,+/-2.4,244,+/-72,10.4%,+/-3.1,236,+/-78,9.0%,+/-3.0
High school graduate (includes equivalency),"2,114",+/-171,42.6%,+/-3.3,"1,077",+/-102,45.9%,+/-4.4,"1,037",+/-129,39.6%,+/-4.5
"Some college, no degree","1,012",+/-143,20.4%,+/-2.9,445,+/-92,19.0%,+/-3.9,567,+/-106,21.7%,+/-4.0
Associate's degree,317,+/-80,6.4%,+/-1.6,127,+/-45,5.4%,+/-1.9,190,+/-67,7.3%,+/-2.6
Bachelor's degree,606,+/-123,12.2%,+/-2.5,225,+/-75,9.6%,+/-3.2,381,+/-92,14.6%,+/-3.5
Graduate or professional degree,318,+/-87,6.4%,+/-1.8,131,+/-55,5.6%,+/-2.3,187,+/-69,7.1%,+/-2.7
Percent high school graduate or higher,(X),(X),88.0%,+/-2.5,(X),(X),85.4%,+/-3.5,(X),(X),90.3%,+/-3.0
Percent bachelor's degree or higher,(X),(X),18.6%,+/-2.9,(X),(X),15.2%,+/-3.8,(X),(X),21.7%,+/-4.2
Population 25 to 34 years,731,+/-20,(X),(X),349,+/-19,(X),(X),382,+/-8,(X),(X)
High school graduate or higher,663,+/-31,90.7%,+/-4.6,308,+/-23,88.3%,+/-7.7,355,+/-23,92.9%,+/-5.4
Bachelor's degree or higher,142,+/-64,19.4%,+/-8.6,35,+/-26,10.0%,+/-7.4,107,+/-50,28.0%,+/-12.9
Population 35 to 44 years,893,+/-22,(X),(X),421,+/-10,(X),(X),472,+/-19,(X),(X)
High school graduate or higher,776,+/-69,86.9%,+/-6.8,343,+/-46,81.5%,+/-10.9,433,+/-45,91.7%,+/-7.6
Bachelor's degree or higher,162,+/-67,18.1%,+/-7.4,29,+/-25,6.9%,+/-6.0,133,+/-57,28.2%,+/-11.9
Population 45 to 64 years,"2,147",+/-47,(X),(X),"1,051",+/-4,(X),(X),"1,096",+/-47,(X),(X)
High school graduate or higher,"1,988",+/-92,92.6%,+/-3.5,978,+/-40,93.1%,+/-3.8,"1,010",+/-73,92.2%,+/-4.6
Bachelor's degree or higher,441,+/-103,20.5%,+/-4.8,174,+/-62,16.6%,+/-5.9,267,+/-75,24.4%,+/-7.0
Population 65 years and over,"1,192",+/-36,(X),(X),526,+/-12,(X),(X),666,+/-33,(X),(X)
High school graduate or higher,940,+/-76,78.9%,+/-6.1,376,+/-48,71.5%,+/-9.2,564,+/-53,84.7%,+/-7.0
Bachelor's degree or higher,179,+/-50,15.0%,+/-4.2,118,+/-44,22.4%,+/-8.4,61,+/-32,9.2%,+/-4.9
