RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"4,858",+/-16,(X),(X),"2,326",+/-16,(X),(X),"2,532",+/-16,(X),(X)
High school graduate or higher,"4,301",+/-124,88.5%,+/-2.6,"2,030",+/-88,87.3%,+/-3.8,"2,271",+/-86,89.7%,+/-3.4
Bachelor's degree or higher,874,+/-187,18.0%,+/-3.9,441,+/-108,19.0%,+/-4.7,433,+/-116,17.1%,+/-4.6
"White alone, not Hispanic or Latino","4,858",+/-16,(X),(X),"2,326",+/-16,(X),(X),"2,532",+/-16,(X),(X)
High school graduate or higher,"4,301",+/-124,88.5%,+/-2.6,"2,030",+/-88,87.3%,+/-3.8,"2,271",+/-86,89.7%,+/-3.4
Bachelor's degree or higher,874,+/-187,18.0%,+/-3.9,441,+/-108,19.0%,+/-4.7,433,+/-116,17.1%,+/-4.6
Black alone,8,+/-10,(X),(X),2,+/-6,(X),(X),6,+/-9,(X),(X)
High school graduate or higher,8,+/-10,100.0%,+/-100.0,2,+/-6,100.0%,+/-100.0,6,+/-9,100.0%,+/-100.0
Bachelor's degree or higher,0,+/-16,0.0%,+/-100.0,0,+/-16,0.0%,+/-100.0,0,+/-16,0.0%,+/-100.0
American Indian or Alaska Native alone,0,+/-16,(X),(X),0,+/-16,(X),(X),0,+/-16,(X),(X)
High school graduate or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Bachelor's degree or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Asian alone,34,+/-46,(X),(X),0,+/-16,(X),(X),34,+/-46,(X),(X)
High school graduate or higher,34,+/-46,100.0%,+/-48.9,0,+/-16,-,**,34,+/-46,100.0%,+/-48.9
Bachelor's degree or higher,0,+/-16,0.0%,+/-48.9,0,+/-16,-,**,0,+/-16,0.0%,+/-48.9
Native Hawaiian and Other Pacific Islander alone,0,+/-16,(X),(X),0,+/-16,(X),(X),0,+/-16,(X),(X)
High school graduate or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Bachelor's degree or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Some other race alone,1,+/-3,(X),(X),0,+/-16,(X),(X),1,+/-3,(X),(X)
High school graduate or higher,1,+/-3,100.0%,+/-100.0,0,+/-16,-,**,1,+/-3,100.0%,+/-100.0
Bachelor's degree or higher,0,+/-16,0.0%,+/-100.0,0,+/-16,-,**,0,+/-16,0.0%,+/-100.0
Two or more races,72,+/-78,(X),(X),25,+/-36,(X),(X),47,+/-55,(X),(X)
High school graduate or higher,51,+/-55,70.8%,+/-31.8,4,+/-7,16.0%,+/-43.0,47,+/-55,100.0%,+/-41.6
Bachelor's degree or higher,0,+/-16,0.0%,+/-32.7,0,+/-16,0.0%,+/-57.0,0,+/-16,0.0%,+/-41.6
Hispanic or Latino Origin,1,+/-3,(X),(X),0,+/-16,(X),(X),1,+/-3,(X),(X)
High school graduate or higher,1,+/-3,100.0%,+/-100.0,0,+/-16,-,**,1,+/-3,100.0%,+/-100.0
Bachelor's degree or higher,0,+/-16,0.0%,+/-100.0,0,+/-16,-,**,0,+/-16,0.0%,+/-100.0
