Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,672,+/-30,(X),(X),375,+/-27,(X),(X),297,+/-9,(X),(X)
Less than high school graduate,134,+/-46,19.9%,+/-7.0,73,+/-31,19.5%,+/-8.5,61,+/-30,20.5%,+/-10.2
High school graduate (includes equivalency),293,+/-62,43.6%,+/-9.1,154,+/-52,41.1%,+/-14.2,139,+/-40,46.8%,+/-13.3
Some college or associate's degree,232,+/-65,34.5%,+/-9.4,140,+/-58,37.3%,+/-14.5,92,+/-33,31.0%,+/-11.1
Bachelor's degree or higher,13,+/-14,1.9%,+/-2.1,8,+/-9,2.1%,+/-2.4,5,+/-7,1.7%,+/-2.4
Population 25 years and over,"5,832",+/-28,(X),(X),"2,811",+/-27,(X),(X),"3,021",+/-24,(X),(X)
Less than 9th grade,97,+/-33,1.7%,+/-0.6,47,+/-21,1.7%,+/-0.8,50,+/-23,1.7%,+/-0.7
"9th to 12th grade, no diploma",506,+/-84,8.7%,+/-1.4,232,+/-54,8.3%,+/-1.9,274,+/-69,9.1%,+/-2.3
High school graduate (includes equivalency),"2,629",+/-165,45.1%,+/-2.8,"1,301",+/-100,46.3%,+/-3.6,"1,328",+/-110,44.0%,+/-3.7
"Some college, no degree","1,134",+/-133,19.4%,+/-2.3,604,+/-98,21.5%,+/-3.5,530,+/-83,17.5%,+/-2.8
Associate's degree,471,+/-84,8.1%,+/-1.4,194,+/-59,6.9%,+/-2.1,277,+/-61,9.2%,+/-2.0
Bachelor's degree,753,+/-116,12.9%,+/-2.0,337,+/-66,12.0%,+/-2.4,416,+/-82,13.8%,+/-2.7
Graduate or professional degree,242,+/-61,4.1%,+/-1.0,96,+/-37,3.4%,+/-1.3,146,+/-49,4.8%,+/-1.6
Percent high school graduate or higher,(X),(X),89.7%,+/-1.6,(X),(X),90.1%,+/-2.2,(X),(X),89.3%,+/-2.5
Percent bachelor's degree or higher,(X),(X),17.1%,+/-2.2,(X),(X),15.4%,+/-2.6,(X),(X),18.6%,+/-3.2
Population 25 to 34 years,969,+/-27,(X),(X),495,+/-21,(X),(X),474,+/-15,(X),(X)
High school graduate or higher,843,+/-50,87.0%,+/-4.8,431,+/-38,87.1%,+/-6.9,412,+/-35,86.9%,+/-6.7
Bachelor's degree or higher,206,+/-51,21.3%,+/-5.3,99,+/-39,20.0%,+/-7.8,107,+/-34,22.6%,+/-7.2
Population 35 to 44 years,997,+/-18,(X),(X),488,+/-14,(X),(X),509,+/-13,(X),(X)
High school graduate or higher,907,+/-37,91.0%,+/-3.6,415,+/-34,85.0%,+/-7.0,492,+/-19,96.7%,+/-2.6
Bachelor's degree or higher,227,+/-64,22.8%,+/-6.5,66,+/-30,13.5%,+/-6.1,161,+/-55,31.6%,+/-10.8
Population 45 to 64 years,"2,449",+/-28,(X),(X),"1,209",+/-22,(X),(X),"1,240",+/-22,(X),(X)
High school graduate or higher,"2,273",+/-52,92.8%,+/-2.0,"1,157",+/-26,95.7%,+/-2.2,"1,116",+/-44,90.0%,+/-3.7
Bachelor's degree or higher,392,+/-67,16.0%,+/-2.7,181,+/-51,15.0%,+/-4.1,211,+/-54,17.0%,+/-4.3
Population 65 years and over,"1,417",+/-21,(X),(X),619,+/-17,(X),(X),798,+/-12,(X),(X)
High school graduate or higher,"1,206",+/-53,85.1%,+/-3.5,529,+/-31,85.5%,+/-5.0,677,+/-42,84.8%,+/-5.3
Bachelor's degree or higher,170,+/-61,12.0%,+/-4.3,87,+/-35,14.1%,+/-5.7,83,+/-40,10.4%,+/-5.0
