RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"17,197",+/-89,(X),(X),"8,317",+/-66,(X),(X),"8,880",+/-44,(X),(X)
High school graduate or higher,"14,727",+/-216,85.6%,+/-1.3,"7,027",+/-158,84.5%,+/-1.9,"7,700",+/-132,86.7%,+/-1.5
Bachelor's degree or higher,"2,128",+/-214,12.4%,+/-1.3,822,+/-142,9.9%,+/-1.7,"1,306",+/-153,14.7%,+/-1.7
"White alone, not Hispanic or Latino","16,896",+/-17,(X),(X),"8,145",+/-10,(X),(X),"8,751",+/-8,(X),(X)
High school graduate or higher,"14,610",+/-221,86.5%,+/-1.3,"6,955",+/-158,85.4%,+/-1.9,"7,655",+/-132,87.5%,+/-1.5
Bachelor's degree or higher,"2,128",+/-214,12.6%,+/-1.3,822,+/-142,10.1%,+/-1.7,"1,306",+/-153,14.9%,+/-1.8
Black alone,59,+/-39,(X),(X),27,+/-26,(X),(X),32,+/-29,(X),(X)
High school graduate or higher,55,+/-39,93.2%,+/-12.0,27,+/-26,100.0%,+/-54.8,28,+/-30,87.5%,+/-26.0
Bachelor's degree or higher,7,+/-8,11.9%,+/-14.4,0,+/-21,0.0%,+/-54.8,7,+/-8,21.9%,+/-27.2
American Indian or Alaska Native alone,30,+/-28,(X),(X),8,+/-9,(X),(X),22,+/-24,(X),(X)
High school graduate or higher,22,+/-24,73.3%,+/-25.0,6,+/-9,75.0%,+/-53.5,16,+/-22,72.7%,+/-45.5
Bachelor's degree or higher,6,+/-9,20.0%,+/-26.5,6,+/-9,75.0%,+/-53.5,0,+/-21,0.0%,+/-60.7
Asian alone,9,+/-11,(X),(X),0,+/-21,(X),(X),9,+/-11,(X),(X)
High school graduate or higher,9,+/-11,100.0%,+/-95.0,0,+/-21,-,**,9,+/-11,100.0%,+/-95.0
Bachelor's degree or higher,9,+/-11,100.0%,+/-95.0,0,+/-21,-,**,9,+/-11,100.0%,+/-95.0
Native Hawaiian and Other Pacific Islander alone,0,+/-21,(X),(X),0,+/-21,(X),(X),0,+/-21,(X),(X)
High school graduate or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Bachelor's degree or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Some other race alone,61,+/-37,(X),(X),34,+/-22,(X),(X),27,+/-24,(X),(X)
High school graduate or higher,37,+/-30,60.7%,+/-26.9,18,+/-16,52.9%,+/-28.2,19,+/-21,70.4%,+/-35.0
Bachelor's degree or higher,12,+/-17,19.7%,+/-24.4,6,+/-9,17.6%,+/-22.1,6,+/-8,22.2%,+/-32.6
Two or more races,227,+/-59,(X),(X),100,+/-43,(X),(X),127,+/-44,(X),(X)
High school graduate or higher,186,+/-52,81.9%,+/-14.4,63,+/-28,63.0%,+/-25.1,123,+/-44,96.9%,+/-4.9
Bachelor's degree or higher,5,+/-9,2.2%,+/-3.8,0,+/-21,0.0%,+/-25.5,5,+/-9,3.9%,+/-6.7
Hispanic or Latino Origin,388,+/-58,(X),(X),222,+/-54,(X),(X),166,+/-25,(X),(X)
High school graduate or higher,163,+/-52,42.0%,+/-14.8,89,+/-34,40.1%,+/-13.8,74,+/-50,44.6%,+/-30.2
Bachelor's degree or higher,0,+/-21,0.0%,+/-7.4,0,+/-21,0.0%,+/-12.6,0,+/-21,0.0%,+/-16.5
