Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"1,876",+/-47,(X),(X),969,+/-32,(X),(X),907,+/-34,(X),(X)
Less than high school graduate,454,+/-95,24.2%,+/-5.2,253,+/-70,26.1%,+/-7.4,201,+/-60,22.2%,+/-6.7
High school graduate (includes equivalency),694,+/-130,37.0%,+/-6.8,449,+/-85,46.3%,+/-8.2,245,+/-85,27.0%,+/-9.3
Some college or associate's degree,644,+/-123,34.3%,+/-6.5,228,+/-71,23.5%,+/-7.4,416,+/-86,45.9%,+/-9.1
Bachelor's degree or higher,84,+/-51,4.5%,+/-2.7,39,+/-28,4.0%,+/-2.9,45,+/-33,5.0%,+/-3.7
Population 25 years and over,"17,404",+/-55,(X),(X),"8,383",+/-79,(X),(X),"9,021",+/-78,(X),(X)
Less than 9th grade,737,+/-135,4.2%,+/-0.8,444,+/-101,5.3%,+/-1.2,293,+/-77,3.2%,+/-0.9
"9th to 12th grade, no diploma","1,741",+/-232,10.0%,+/-1.3,911,+/-168,10.9%,+/-2.0,830,+/-162,9.2%,+/-1.8
High school graduate (includes equivalency),"7,500",+/-324,43.1%,+/-1.9,"3,891",+/-215,46.4%,+/-2.6,"3,609",+/-250,40.0%,+/-2.8
"Some college, no degree","3,638",+/-248,20.9%,+/-1.4,"1,829",+/-183,21.8%,+/-2.2,"1,809",+/-186,20.1%,+/-2.1
Associate's degree,"1,408",+/-214,8.1%,+/-1.2,465,+/-93,5.5%,+/-1.1,943,+/-193,10.5%,+/-2.1
Bachelor's degree,"1,368",+/-179,7.9%,+/-1.0,475,+/-85,5.7%,+/-1.0,893,+/-135,9.9%,+/-1.5
Graduate or professional degree,"1,012",+/-173,5.8%,+/-1.0,368,+/-98,4.4%,+/-1.2,644,+/-124,7.1%,+/-1.4
Percent high school graduate or higher,(X),(X),85.8%,+/-1.5,(X),(X),83.8%,+/-2.2,(X),(X),87.6%,+/-1.9
Percent bachelor's degree or higher,(X),(X),13.7%,+/-1.6,(X),(X),10.1%,+/-1.7,(X),(X),17.0%,+/-2.1
Population 25 to 34 years,"2,705",+/-110,(X),(X),"1,318",+/-63,(X),(X),"1,387",+/-101,(X),(X)
High school graduate or higher,"2,323",+/-111,85.9%,+/-3.9,"1,074",+/-81,81.5%,+/-5.6,"1,249",+/-82,90.1%,+/-5.1
Bachelor's degree or higher,486,+/-110,18.0%,+/-4.0,139,+/-59,10.5%,+/-4.5,347,+/-87,25.0%,+/-6.1
Population 35 to 44 years,"3,007",+/-80,(X),(X),"1,517",+/-62,(X),(X),"1,490",+/-30,(X),(X)
High school graduate or higher,"2,636",+/-113,87.7%,+/-3.8,"1,263",+/-80,83.3%,+/-5.2,"1,373",+/-59,92.1%,+/-4.0
Bachelor's degree or higher,440,+/-104,14.6%,+/-3.4,124,+/-49,8.2%,+/-3.2,316,+/-83,21.2%,+/-5.5
Population 45 to 64 years,"6,930",+/-80,(X),(X),"3,457",+/-59,(X),(X),"3,473",+/-55,(X),(X)
High school graduate or higher,"6,192",+/-145,89.4%,+/-1.8,"3,065",+/-115,88.7%,+/-3.1,"3,127",+/-88,90.0%,+/-2.6
Bachelor's degree or higher,887,+/-162,12.8%,+/-2.3,332,+/-82,9.6%,+/-2.4,555,+/-106,16.0%,+/-3.0
Population 65 years and over,"4,762",+/-36,(X),(X),"2,091",+/-15,(X),(X),"2,671",+/-31,(X),(X)
High school graduate or higher,"3,775",+/-152,79.3%,+/-3.2,"1,626",+/-86,77.8%,+/-4.0,"2,149",+/-106,80.5%,+/-4.1
Bachelor's degree or higher,567,+/-126,11.9%,+/-2.7,248,+/-69,11.9%,+/-3.3,319,+/-86,11.9%,+/-3.2
