RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"21,433",+/-141,(X),(X),"10,393",+/-76,(X),(X),"11,040",+/-95,(X),(X)
High school graduate or higher,"18,917",+/-334,88.3%,+/-1.3,"8,945",+/-232,86.1%,+/-2.1,"9,972",+/-206,90.3%,+/-1.6
Bachelor's degree or higher,"3,275",+/-337,15.3%,+/-1.6,"1,498",+/-205,14.4%,+/-2.0,"1,777",+/-241,16.1%,+/-2.2
"White alone, not Hispanic or Latino","20,788",+/-11,(X),(X),"10,116",+/-11,(X),(X),"10,672",+/-24,(X),(X)
High school graduate or higher,"18,377",+/-274,88.4%,+/-1.3,"8,730",+/-211,86.3%,+/-2.1,"9,647",+/-170,90.4%,+/-1.6
Bachelor's degree or higher,"3,072",+/-312,14.8%,+/-1.5,"1,414",+/-200,14.0%,+/-2.0,"1,658",+/-229,15.5%,+/-2.1
Black alone,129,+/-63,(X),(X),84,+/-46,(X),(X),45,+/-39,(X),(X)
High school graduate or higher,98,+/-60,76.0%,+/-23.8,53,+/-38,63.1%,+/-29.8,45,+/-39,100.0%,+/-42.5
Bachelor's degree or higher,0,+/-24,0.0%,+/-20.6,0,+/-24,0.0%,+/-29.2,0,+/-24,0.0%,+/-42.5
American Indian or Alaska Native alone,11,+/-16,(X),(X),11,+/-16,(X),(X),0,+/-24,(X),(X)
High school graduate or higher,11,+/-16,100.0%,+/-85.9,11,+/-16,100.0%,+/-85.9,0,+/-24,-,**
Bachelor's degree or higher,0,+/-24,0.0%,+/-85.9,0,+/-24,0.0%,+/-85.9,0,+/-24,-,**
Asian alone,76,+/-52,(X),(X),19,+/-25,(X),(X),57,+/-37,(X),(X)
High school graduate or higher,43,+/-48,56.6%,+/-29.8,11,+/-19,57.9%,+/-57.9,32,+/-42,56.1%,+/-41.9
Bachelor's degree or higher,19,+/-35,25.0%,+/-36.0,0,+/-24,0.0%,+/-65.4,19,+/-35,33.3%,+/-44.5
Native Hawaiian and Other Pacific Islander alone,0,+/-24,(X),(X),0,+/-24,(X),(X),0,+/-24,(X),(X)
High school graduate or higher,0,+/-24,-,**,0,+/-24,-,**,0,+/-24,-,**
Bachelor's degree or higher,0,+/-24,-,**,0,+/-24,-,**,0,+/-24,-,**
Some other race alone,377,+/-152,(X),(X),252,+/-101,(X),(X),125,+/-81,(X),(X)
High school graduate or higher,241,+/-102,63.9%,+/-15.5,149,+/-81,59.1%,+/-24.7,92,+/-75,73.6%,+/-30.4
Bachelor's degree or higher,17,+/-24,4.5%,+/-6.3,14,+/-23,5.6%,+/-9.0,3,+/-4,2.4%,+/-3.7
Two or more races,232,+/-103,(X),(X),74,+/-50,(X),(X),158,+/-66,(X),(X)
High school graduate or higher,202,+/-81,87.1%,+/-11.6,73,+/-50,98.6%,+/-5.4,129,+/-46,81.6%,+/-17.7
Bachelor's degree or higher,4,+/-6,1.7%,+/-2.6,4,+/-6,5.4%,+/-8.9,0,+/-24,0.0%,+/-17.2
Hispanic or Latino Origin,"1,066",+/-63,(X),(X),555,+/-66,(X),(X),511,+/-57,(X),(X)
High school graduate or higher,825,+/-100,77.4%,+/-8.6,390,+/-68,70.3%,+/-13.3,435,+/-75,85.1%,+/-9.7
Bachelor's degree or higher,220,+/-127,20.6%,+/-11.8,98,+/-63,17.7%,+/-11.6,122,+/-76,23.9%,+/-14.4
