Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"3,113",+/-92,(X),(X),"1,664",+/-73,(X),(X),"1,449",+/-51,(X),(X)
Less than high school graduate,495,+/-113,15.9%,+/-3.6,366,+/-98,22.0%,+/-5.9,129,+/-72,8.9%,+/-5.0
High school graduate (includes equivalency),982,+/-188,31.5%,+/-6.0,504,+/-150,30.3%,+/-8.8,478,+/-109,33.0%,+/-7.6
Some college or associate's degree,"1,427",+/-177,45.8%,+/-5.7,711,+/-153,42.7%,+/-9.0,716,+/-124,49.4%,+/-8.2
Bachelor's degree or higher,209,+/-97,6.7%,+/-3.1,83,+/-52,5.0%,+/-3.2,126,+/-80,8.7%,+/-5.5
Population 25 years and over,"22,258",+/-100,(X),(X),"10,833",+/-80,(X),(X),"11,425",+/-78,(X),(X)
Less than 9th grade,504,+/-149,2.3%,+/-0.7,283,+/-89,2.6%,+/-0.8,221,+/-90,1.9%,+/-0.8
"9th to 12th grade, no diploma","2,242",+/-284,10.1%,+/-1.3,"1,308",+/-234,12.1%,+/-2.1,934,+/-164,8.2%,+/-1.4
High school graduate (includes equivalency),"9,368",+/-481,42.1%,+/-2.1,"4,688",+/-333,43.3%,+/-3.1,"4,680",+/-352,41.0%,+/-3.1
"Some college, no degree","4,924",+/-408,22.1%,+/-1.8,"2,258",+/-245,20.8%,+/-2.2,"2,666",+/-322,23.3%,+/-2.8
Associate's degree,"1,905",+/-218,8.6%,+/-1.0,780,+/-137,7.2%,+/-1.3,"1,125",+/-186,9.8%,+/-1.6
Bachelor's degree,"2,132",+/-265,9.6%,+/-1.2,962,+/-173,8.9%,+/-1.6,"1,170",+/-210,10.2%,+/-1.8
Graduate or professional degree,"1,183",+/-243,5.3%,+/-1.1,554,+/-157,5.1%,+/-1.5,629,+/-154,5.5%,+/-1.3
Percent high school graduate or higher,(X),(X),87.7%,+/-1.4,(X),(X),85.3%,+/-2.1,(X),(X),89.9%,+/-1.6
Percent bachelor's degree or higher,(X),(X),14.9%,+/-1.5,(X),(X),14.0%,+/-1.9,(X),(X),15.7%,+/-2.1
Population 25 to 34 years,"3,741",+/-113,(X),(X),"1,873",+/-106,(X),(X),"1,868",+/-57,(X),(X)
High school graduate or higher,"3,365",+/-137,89.9%,+/-3.2,"1,587",+/-121,84.7%,+/-5.8,"1,778",+/-80,95.2%,+/-3.2
Bachelor's degree or higher,774,+/-170,20.7%,+/-4.4,290,+/-90,15.5%,+/-4.6,484,+/-123,25.9%,+/-6.5
Population 35 to 44 years,"4,096",+/-109,(X),(X),"2,059",+/-79,(X),(X),"2,037",+/-58,(X),(X)
High school graduate or higher,"3,585",+/-167,87.5%,+/-3.8,"1,706",+/-135,82.9%,+/-6.1,"1,879",+/-83,92.2%,+/-3.5
Bachelor's degree or higher,796,+/-174,19.4%,+/-4.3,345,+/-105,16.8%,+/-5.2,451,+/-122,22.1%,+/-5.9
Population 45 to 64 years,"8,979",+/-145,(X),(X),"4,419",+/-93,(X),(X),"4,560",+/-105,(X),(X)
High school graduate or higher,"8,090",+/-197,90.1%,+/-2.1,"3,934",+/-139,89.0%,+/-2.7,"4,156",+/-130,91.1%,+/-2.5
Bachelor's degree or higher,"1,185",+/-193,13.2%,+/-2.1,563,+/-138,12.7%,+/-3.1,622,+/-134,13.6%,+/-2.9
Population 65 years and over,"5,442",+/-64,(X),(X),"2,482",+/-48,(X),(X),"2,960",+/-49,(X),(X)
High school graduate or higher,"4,472",+/-164,82.2%,+/-2.9,"2,015",+/-145,81.2%,+/-5.3,"2,457",+/-111,83.0%,+/-3.6
Bachelor's degree or higher,560,+/-145,10.3%,+/-2.7,318,+/-100,12.8%,+/-4.0,242,+/-84,8.2%,+/-2.9
