RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"5,802",+/-12,(X),(X),"2,863",+/-14,(X),(X),"2,939",+/-9,(X),(X)
High school graduate or higher,"5,175",+/-148,89.2%,+/-2.6,"2,529",+/-82,88.3%,+/-2.9,"2,646",+/-97,90.0%,+/-3.3
Bachelor's degree or higher,"1,094",+/-165,18.9%,+/-2.8,581,+/-102,20.3%,+/-3.6,513,+/-90,17.5%,+/-3.0
"White alone, not Hispanic or Latino","5,755",+/-11,(X),(X),"2,835",+/-11,(X),(X),"2,920",+/-16,(X),(X)
High school graduate or higher,"5,162",+/-147,89.7%,+/-2.6,"2,523",+/-82,89.0%,+/-2.9,"2,639",+/-97,90.4%,+/-3.3
Bachelor's degree or higher,"1,092",+/-164,19.0%,+/-2.9,579,+/-101,20.4%,+/-3.6,513,+/-90,17.6%,+/-3.1
Black alone,47,+/-45,(X),(X),0,+/-16,(X),(X),47,+/-45,(X),(X)
High school graduate or higher,47,+/-45,100.0%,+/-41.6,0,+/-16,-,**,47,+/-45,100.0%,+/-41.6
Bachelor's degree or higher,0,+/-16,0.0%,+/-41.6,0,+/-16,-,**,0,+/-16,0.0%,+/-41.6
American Indian or Alaska Native alone,13,+/-21,(X),(X),13,+/-21,(X),(X),0,+/-16,(X),(X)
High school graduate or higher,0,+/-16,0.0%,+/-79.0,0,+/-16,0.0%,+/-79.0,0,+/-16,-,**
Bachelor's degree or higher,0,+/-16,0.0%,+/-79.0,0,+/-16,0.0%,+/-79.0,0,+/-16,-,**
Asian alone,2,+/-3,(X),(X),0,+/-16,(X),(X),2,+/-3,(X),(X)
High school graduate or higher,2,+/-3,100.0%,+/-100.0,0,+/-16,-,**,2,+/-3,100.0%,+/-100.0
Bachelor's degree or higher,0,+/-16,0.0%,+/-100.0,0,+/-16,-,**,0,+/-16,0.0%,+/-100.0
Native Hawaiian and Other Pacific Islander alone,0,+/-16,(X),(X),0,+/-16,(X),(X),0,+/-16,(X),(X)
High school graduate or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Bachelor's degree or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Some other race alone,9,+/-11,(X),(X),7,+/-11,(X),(X),2,+/-4,(X),(X)
High school graduate or higher,7,+/-11,77.8%,+/-46.2,7,+/-11,100.0%,+/-100.0,0,+/-16,0.0%,+/-100.0
Bachelor's degree or higher,7,+/-11,77.8%,+/-46.2,7,+/-11,100.0%,+/-100.0,0,+/-16,0.0%,+/-100.0
Two or more races,60,+/-35,(X),(X),37,+/-28,(X),(X),23,+/-18,(X),(X)
High school graduate or higher,37,+/-29,61.7%,+/-30.7,18,+/-22,48.6%,+/-44.5,19,+/-17,82.6%,+/-23.4
Bachelor's degree or higher,5,+/-9,8.3%,+/-14.5,0,+/-16,0.0%,+/-46.8,5,+/-9,21.7%,+/-34.1
Hispanic or Latino Origin,49,+/-4,(X),(X),28,+/-9,(X),(X),21,+/-9,(X),(X)
High school graduate or higher,13,+/-21,26.5%,+/-42.0,6,+/-9,21.4%,+/-38.3,7,+/-14,33.3%,+/-48.2
Bachelor's degree or higher,2,+/-4,4.1%,+/-8.4,2,+/-4,7.1%,+/-15.9,0,+/-16,0.0%,+/-62.2
