Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"3,554",+/-102,(X),(X),"1,912",+/-73,(X),(X),"1,642",+/-55,(X),(X)
Less than high school graduate,"2,063",+/-197,58.0%,+/-5.9,"1,067",+/-118,55.8%,+/-6.5,996,+/-141,60.7%,+/-8.7
High school graduate (includes equivalency),693,+/-149,19.5%,+/-4.0,401,+/-100,21.0%,+/-5.0,292,+/-86,17.8%,+/-5.2
Some college or associate's degree,711,+/-143,20.0%,+/-3.9,408,+/-95,21.3%,+/-4.8,303,+/-110,18.5%,+/-6.5
Bachelor's degree or higher,87,+/-63,2.4%,+/-1.8,36,+/-31,1.9%,+/-1.6,51,+/-47,3.1%,+/-2.9
Population 25 years and over,"21,954",+/-117,(X),(X),"10,770",+/-100,(X),(X),"11,184",+/-58,(X),(X)
Less than 9th grade,"6,176",+/-368,28.1%,+/-1.7,"3,195",+/-220,29.7%,+/-2.1,"2,981",+/-215,26.7%,+/-1.9
"9th to 12th grade, no diploma","1,665",+/-222,7.6%,+/-1.0,801,+/-175,7.4%,+/-1.6,864,+/-163,7.7%,+/-1.5
High school graduate (includes equivalency),"7,024",+/-435,32.0%,+/-2.0,"3,379",+/-286,31.4%,+/-2.6,"3,645",+/-296,32.6%,+/-2.6
"Some college, no degree","3,079",+/-350,14.0%,+/-1.6,"1,508",+/-236,14.0%,+/-2.2,"1,571",+/-200,14.0%,+/-1.8
Associate's degree,"1,552",+/-225,7.1%,+/-1.0,527,+/-113,4.9%,+/-1.0,"1,025",+/-177,9.2%,+/-1.6
Bachelor's degree,"1,649",+/-247,7.5%,+/-1.1,966,+/-178,9.0%,+/-1.6,683,+/-164,6.1%,+/-1.5
Graduate or professional degree,809,+/-142,3.7%,+/-0.6,394,+/-102,3.7%,+/-0.9,415,+/-102,3.7%,+/-0.9
Percent high school graduate or higher,(X),(X),64.3%,+/-1.7,(X),(X),62.9%,+/-2.3,(X),(X),65.6%,+/-2.0
Percent bachelor's degree or higher,(X),(X),11.2%,+/-1.4,(X),(X),12.6%,+/-1.9,(X),(X),9.8%,+/-1.7
Population 25 to 34 years,"4,474",+/-138,(X),(X),"2,219",+/-97,(X),(X),"2,255",+/-75,(X),(X)
High school graduate or higher,"2,357",+/-244,52.7%,+/-4.8,"1,094",+/-144,49.3%,+/-5.6,"1,263",+/-141,56.0%,+/-5.8
Bachelor's degree or higher,409,+/-152,9.1%,+/-3.3,236,+/-117,10.6%,+/-5.1,173,+/-70,7.7%,+/-3.1
Population 35 to 44 years,"4,260",+/-63,(X),(X),"2,203",+/-56,(X),(X),"2,057",+/-43,(X),(X)
High school graduate or higher,"2,384",+/-261,56.0%,+/-6.0,"1,240",+/-147,56.3%,+/-6.5,"1,144",+/-156,55.6%,+/-7.3
Bachelor's degree or higher,468,+/-157,11.0%,+/-3.6,212,+/-69,9.6%,+/-3.2,256,+/-107,12.4%,+/-5.1
Population 45 to 64 years,"8,370",+/-95,(X),(X),"4,113",+/-61,(X),(X),"4,257",+/-80,(X),(X)
High school graduate or higher,"5,949",+/-254,71.1%,+/-3.1,"2,839",+/-151,69.0%,+/-3.6,"3,110",+/-175,73.1%,+/-3.9
Bachelor's degree or higher,"1,002",+/-177,12.0%,+/-2.1,578,+/-133,14.1%,+/-3.2,424,+/-103,10.0%,+/-2.4
Population 65 years and over,"4,850",+/-40,(X),(X),"2,235",+/-25,(X),(X),"2,615",+/-25,(X),(X)
High school graduate or higher,"3,423",+/-187,70.6%,+/-3.8,"1,601",+/-128,71.6%,+/-5.5,"1,822",+/-110,69.7%,+/-4.2
Bachelor's degree or higher,579,+/-131,11.9%,+/-2.7,334,+/-85,14.9%,+/-3.7,245,+/-88,9.4%,+/-3.4
