RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"6,944",+/-19,(X),(X),"3,451",+/-18,(X),(X),"3,493",+/-19,(X),(X)
High school graduate or higher,"5,869",+/-191,84.5%,+/-2.7,"2,906",+/-124,84.2%,+/-3.6,"2,963",+/-114,84.8%,+/-3.2
Bachelor's degree or higher,794,+/-160,11.4%,+/-2.3,370,+/-98,10.7%,+/-2.8,424,+/-100,12.1%,+/-2.9
"White alone, not Hispanic or Latino","6,931",+/-18,(X),(X),"3,451",+/-18,(X),(X),"3,480",+/-18,(X),(X)
High school graduate or higher,"5,858",+/-189,84.5%,+/-2.7,"2,906",+/-124,84.2%,+/-3.6,"2,952",+/-114,84.8%,+/-3.3
Bachelor's degree or higher,794,+/-160,11.5%,+/-2.3,370,+/-98,10.7%,+/-2.8,424,+/-100,12.2%,+/-2.9
Black alone,42,+/-41,(X),(X),24,+/-32,(X),(X),18,+/-27,(X),(X)
High school graduate or higher,34,+/-38,81.0%,+/-43.5,24,+/-32,100.0%,+/-58.2,10,+/-22,55.6%,+/-55.6
Bachelor's degree or higher,14,+/-20,33.3%,+/-42.0,14,+/-20,58.3%,+/-53.1,0,+/-18,0.0%,+/-67.2
American Indian or Alaska Native alone,20,+/-19,(X),(X),6,+/-11,(X),(X),14,+/-17,(X),(X)
High school graduate or higher,8,+/-11,40.0%,+/-60.0,6,+/-11,100.0%,+/-100.0,2,+/-4,14.3%,+/-42.8
Bachelor's degree or higher,2,+/-4,10.0%,+/-25.4,0,+/-18,0.0%,+/-100.0,2,+/-4,14.3%,+/-42.8
Asian alone,40,+/-43,(X),(X),0,+/-18,(X),(X),40,+/-43,(X),(X)
High school graduate or higher,30,+/-33,75.0%,+/-26.2,0,+/-18,-,**,30,+/-33,75.0%,+/-26.2
Bachelor's degree or higher,0,+/-18,0.0%,+/-45.1,0,+/-18,-,**,0,+/-18,0.0%,+/-45.1
Native Hawaiian and Other Pacific Islander alone,9,+/-21,(X),(X),9,+/-21,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,9,+/-21,100.0%,+/-95.0,9,+/-21,100.0%,+/-95.0,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,0.0%,+/-95.0,0,+/-18,0.0%,+/-95.0,0,+/-18,-,**
Some other race alone,9,+/-13,(X),(X),9,+/-13,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,9,+/-13,100.0%,+/-95.0,9,+/-13,100.0%,+/-95.0,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,0.0%,+/-95.0,0,+/-18,0.0%,+/-95.0,0,+/-18,-,**
Two or more races,65,+/-47,(X),(X),19,+/-26,(X),(X),46,+/-43,(X),(X)
High school graduate or higher,57,+/-44,87.7%,+/-18.5,19,+/-26,100.0%,+/-65.4,38,+/-38,82.6%,+/-26.7
Bachelor's degree or higher,1,+/-5,1.5%,+/-7.8,1,+/-5,5.3%,+/-38.7,0,+/-18,0.0%,+/-42.0
Hispanic or Latino Origin,22,+/-22,(X),(X),9,+/-13,(X),(X),13,+/-19,(X),(X)
High school graduate or higher,20,+/-23,90.9%,+/-22.2,9,+/-13,100.0%,+/-95.0,11,+/-19,84.6%,+/-40.9
Bachelor's degree or higher,0,+/-18,0.0%,+/-60.7,0,+/-18,0.0%,+/-95.0,0,+/-18,0.0%,+/-79.0
