Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"2,502",+/-76,(X),(X),"1,325",+/-57,(X),(X),"1,177",+/-44,(X),(X)
Less than high school graduate,280,+/-105,11.2%,+/-4.3,166,+/-60,12.5%,+/-4.7,114,+/-69,9.7%,+/-5.9
High school graduate (includes equivalency),"1,108",+/-228,44.3%,+/-9.1,673,+/-155,50.8%,+/-11.9,435,+/-147,37.0%,+/-12.1
Some college or associate's degree,833,+/-219,33.3%,+/-8.5,413,+/-147,31.2%,+/-10.7,420,+/-132,35.7%,+/-11.3
Bachelor's degree or higher,281,+/-167,11.2%,+/-6.6,73,+/-83,5.5%,+/-6.2,208,+/-111,17.7%,+/-9.5
Population 25 years and over,"18,680",+/-76,(X),(X),"9,257",+/-91,(X),(X),"9,423",+/-61,(X),(X)
Less than 9th grade,851,+/-209,4.6%,+/-1.1,463,+/-127,5.0%,+/-1.4,388,+/-137,4.1%,+/-1.5
"9th to 12th grade, no diploma","1,873",+/-311,10.0%,+/-1.7,939,+/-174,10.1%,+/-1.9,934,+/-204,9.9%,+/-2.2
High school graduate (includes equivalency),"8,597",+/-443,46.0%,+/-2.4,"4,545",+/-299,49.1%,+/-3.2,"4,052",+/-302,43.0%,+/-3.1
"Some college, no degree","3,893",+/-406,20.8%,+/-2.2,"1,757",+/-251,19.0%,+/-2.7,"2,136",+/-265,22.7%,+/-2.8
Associate's degree,"1,467",+/-222,7.9%,+/-1.2,686,+/-167,7.4%,+/-1.8,781,+/-174,8.3%,+/-1.8
Bachelor's degree,"1,375",+/-245,7.4%,+/-1.3,630,+/-157,6.8%,+/-1.7,745,+/-183,7.9%,+/-1.9
Graduate or professional degree,624,+/-163,3.3%,+/-0.9,237,+/-111,2.6%,+/-1.2,387,+/-105,4.1%,+/-1.1
Percent high school graduate or higher,(X),(X),85.4%,+/-2.0,(X),(X),84.9%,+/-2.3,(X),(X),86.0%,+/-2.6
Percent bachelor's degree or higher,(X),(X),10.7%,+/-1.5,(X),(X),9.4%,+/-2.0,(X),(X),12.0%,+/-2.1
Population 25 to 34 years,"2,998",+/-47,(X),(X),"1,540",+/-40,(X),(X),"1,458",+/-22,(X),(X)
High school graduate or higher,"2,700",+/-106,90.1%,+/-4.0,"1,360",+/-63,88.3%,+/-5.2,"1,340",+/-69,91.9%,+/-4.6
Bachelor's degree or higher,382,+/-149,12.7%,+/-5.0,177,+/-106,11.5%,+/-6.8,205,+/-84,14.1%,+/-5.8
Population 35 to 44 years,"3,500",+/-77,(X),(X),"1,771",+/-68,(X),(X),"1,729",+/-47,(X),(X)
High school graduate or higher,"3,138",+/-119,89.7%,+/-2.8,"1,538",+/-82,86.8%,+/-4.5,"1,600",+/-67,92.5%,+/-3.4
Bachelor's degree or higher,371,+/-113,10.6%,+/-3.3,126,+/-66,7.1%,+/-3.8,245,+/-99,14.2%,+/-5.6
Population 45 to 64 years,"7,953",+/-80,(X),(X),"4,029",+/-66,(X),(X),"3,924",+/-55,(X),(X)
High school graduate or higher,"6,897",+/-257,86.7%,+/-3.3,"3,546",+/-150,88.0%,+/-3.5,"3,351",+/-171,85.4%,+/-4.3
Bachelor's degree or higher,917,+/-189,11.5%,+/-2.4,407,+/-129,10.1%,+/-3.2,510,+/-129,13.0%,+/-3.3
Population 65 years and over,"4,229",+/-75,(X),(X),"1,917",+/-39,(X),(X),"2,312",+/-57,(X),(X)
High school graduate or higher,"3,221",+/-183,76.2%,+/-4.0,"1,411",+/-120,73.6%,+/-5.9,"1,810",+/-129,78.3%,+/-5.0
Bachelor's degree or higher,329,+/-105,7.8%,+/-2.5,157,+/-79,8.2%,+/-4.1,172,+/-82,7.4%,+/-3.6
