RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"15,417",+/-114,(X),(X),"7,565",+/-57,(X),(X),"7,852",+/-66,(X),(X)
High school graduate or higher,"12,817",+/-286,83.1%,+/-1.8,"6,226",+/-192,82.3%,+/-2.5,"6,591",+/-175,83.9%,+/-2.2
Bachelor's degree or higher,"1,792",+/-239,11.6%,+/-1.6,885,+/-140,11.7%,+/-1.9,907,+/-155,11.6%,+/-2.0
"White alone, not Hispanic or Latino","15,172",+/-5,(X),(X),"7,444",+/-5,(X),(X),"7,728",+/-21,(X),(X)
High school graduate or higher,"12,629",+/-275,83.2%,+/-1.8,"6,123",+/-185,82.3%,+/-2.5,"6,506",+/-170,84.2%,+/-2.2
Bachelor's degree or higher,"1,792",+/-239,11.8%,+/-1.6,885,+/-140,11.9%,+/-1.9,907,+/-155,11.7%,+/-2.0
Black alone,29,+/-35,(X),(X),20,+/-33,(X),(X),9,+/-12,(X),(X)
High school graduate or higher,28,+/-35,96.6%,+/-9.3,20,+/-33,100.0%,+/-63.7,8,+/-12,88.9%,+/-41.7
Bachelor's degree or higher,0,+/-21,0.0%,+/-52.9,0,+/-21,0.0%,+/-63.7,0,+/-21,0.0%,+/-95.0
American Indian or Alaska Native alone,25,+/-31,(X),(X),5,+/-8,(X),(X),20,+/-27,(X),(X)
High school graduate or higher,25,+/-31,100.0%,+/-57.0,5,+/-8,100.0%,+/-100.0,20,+/-27,100.0%,+/-63.7
Bachelor's degree or higher,0,+/-21,0.0%,+/-57.0,0,+/-21,0.0%,+/-100.0,0,+/-21,0.0%,+/-63.7
Asian alone,42,+/-20,(X),(X),17,+/-13,(X),(X),25,+/-12,(X),(X)
High school graduate or higher,42,+/-20,100.0%,+/-44.0,17,+/-13,100.0%,+/-69.1,25,+/-12,100.0%,+/-57.0
Bachelor's degree or higher,18,+/-19,42.9%,+/-43.9,9,+/-10,52.9%,+/-51.6,9,+/-10,36.0%,+/-43.2
Native Hawaiian and Other Pacific Islander alone,0,+/-21,(X),(X),0,+/-21,(X),(X),0,+/-21,(X),(X)
High school graduate or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Bachelor's degree or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Some other race alone,177,+/-111,(X),(X),65,+/-52,(X),(X),112,+/-68,(X),(X)
High school graduate or higher,63,+/-35,35.6%,+/-18.8,14,+/-21,21.5%,+/-38.0,49,+/-32,43.8%,+/-19.6
Bachelor's degree or higher,0,+/-21,0.0%,+/-15.5,0,+/-21,0.0%,+/-34.9,0,+/-21,0.0%,+/-23.2
Two or more races,158,+/-61,(X),(X),104,+/-60,(X),(X),54,+/-48,(X),(X)
High school graduate or higher,158,+/-61,100.0%,+/-17.2,104,+/-60,100.0%,+/-24.7,54,+/-48,100.0%,+/-38.8
Bachelor's degree or higher,30,+/-26,19.0%,+/-16.5,24,+/-25,23.1%,+/-27.1,6,+/-10,11.1%,+/-18.7
Hispanic or Latino Origin,422,+/-50,(X),(X),186,+/-46,(X),(X),236,+/-30,(X),(X)
High school graduate or higher,251,+/-74,59.5%,+/-16.3,117,+/-54,62.9%,+/-26.6,134,+/-44,56.8%,+/-15.2
Bachelor's degree or higher,0,+/-21,0.0%,+/-6.9,0,+/-21,0.0%,+/-14.9,0,+/-21,0.0%,+/-11.9
