Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"4,044",+/-122,(X),(X),"2,157",+/-118,(X),(X),"1,887",+/-23,(X),(X)
Less than high school graduate,969,+/-161,24.0%,+/-4.1,430,+/-118,19.9%,+/-5.7,539,+/-122,28.6%,+/-6.5
High school graduate (includes equivalency),"1,568",+/-221,38.8%,+/-5.2,888,+/-162,41.2%,+/-7.1,680,+/-131,36.0%,+/-7.0
Some college or associate's degree,"1,297",+/-203,32.1%,+/-4.8,747,+/-170,34.6%,+/-7.4,550,+/-138,29.1%,+/-7.3
Bachelor's degree or higher,210,+/-101,5.2%,+/-2.5,92,+/-55,4.3%,+/-2.5,118,+/-81,6.3%,+/-4.3
Population 25 years and over,"31,266",+/-109,(X),(X),"15,443",+/-118,(X),(X),"15,823",+/-60,(X),(X)
Less than 9th grade,"2,079",+/-308,6.6%,+/-1.0,"1,116",+/-235,7.2%,+/-1.5,963,+/-157,6.1%,+/-1.0
"9th to 12th grade, no diploma","2,820",+/-346,9.0%,+/-1.1,"1,447",+/-209,9.4%,+/-1.3,"1,373",+/-225,8.7%,+/-1.4
High school graduate (includes equivalency),"12,852",+/-495,41.1%,+/-1.6,"6,669",+/-393,43.2%,+/-2.5,"6,183",+/-313,39.1%,+/-2.0
"Some college, no degree","6,399",+/-436,20.5%,+/-1.4,"3,281",+/-316,21.2%,+/-2.1,"3,118",+/-307,19.7%,+/-1.9
Associate's degree,"2,644",+/-270,8.5%,+/-0.9,983,+/-177,6.4%,+/-1.1,"1,661",+/-246,10.5%,+/-1.5
Bachelor's degree,"3,123",+/-329,10.0%,+/-1.1,"1,286",+/-208,8.3%,+/-1.3,"1,837",+/-236,11.6%,+/-1.5
Graduate or professional degree,"1,349",+/-202,4.3%,+/-0.6,661,+/-148,4.3%,+/-1.0,688,+/-138,4.3%,+/-0.9
Percent high school graduate or higher,(X),(X),84.3%,+/-1.4,(X),(X),83.4%,+/-1.8,(X),(X),85.2%,+/-1.8
Percent bachelor's degree or higher,(X),(X),14.3%,+/-1.4,(X),(X),12.6%,+/-1.6,(X),(X),16.0%,+/-1.7
Population 25 to 34 years,"5,586",+/-114,(X),(X),"2,854",+/-113,(X),(X),"2,732",+/-51,(X),(X)
High school graduate or higher,"4,574",+/-204,81.9%,+/-3.6,"2,294",+/-165,80.4%,+/-5.1,"2,280",+/-146,83.5%,+/-4.8
Bachelor's degree or higher,"1,078",+/-216,19.3%,+/-3.9,374,+/-103,13.1%,+/-3.7,704,+/-157,25.8%,+/-5.6
Population 35 to 44 years,"6,036",+/-41,(X),(X),"3,076",+/-27,(X),(X),"2,960",+/-35,(X),(X)
High school graduate or higher,"5,093",+/-178,84.4%,+/-2.8,"2,495",+/-114,81.1%,+/-3.6,"2,598",+/-135,87.8%,+/-4.2
Bachelor's degree or higher,930,+/-235,15.4%,+/-3.9,333,+/-121,10.8%,+/-3.9,597,+/-145,20.2%,+/-4.9
Population 45 to 64 years,"13,028",+/-80,(X),(X),"6,606",+/-49,(X),(X),"6,422",+/-49,(X),(X)
High school graduate or higher,"11,207",+/-242,86.0%,+/-1.8,"5,628",+/-146,85.2%,+/-2.2,"5,579",+/-158,86.9%,+/-2.4
Bachelor's degree or higher,"1,826",+/-253,14.0%,+/-1.9,895,+/-154,13.5%,+/-2.3,931,+/-165,14.5%,+/-2.6
Population 65 years and over,"6,616",+/-48,(X),(X),"2,907",+/-38,(X),(X),"3,709",+/-38,(X),(X)
High school graduate or higher,"5,493",+/-179,83.0%,+/-2.7,"2,463",+/-123,84.7%,+/-3.9,"3,030",+/-118,81.7%,+/-3.1
Bachelor's degree or higher,638,+/-121,9.6%,+/-1.8,345,+/-89,11.9%,+/-3.1,293,+/-84,7.9%,+/-2.3
