Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"2,779",+/-106,(X),(X),"1,428",+/-80,(X),(X),"1,351",+/-71,(X),(X)
Less than high school graduate,562,+/-173,20.2%,+/-6.0,381,+/-135,26.7%,+/-9.0,181,+/-89,13.4%,+/-6.6
High school graduate (includes equivalency),"1,176",+/-209,42.3%,+/-7.4,584,+/-127,40.9%,+/-9.4,592,+/-139,43.8%,+/-9.7
Some college or associate's degree,929,+/-162,33.4%,+/-5.9,434,+/-108,30.4%,+/-7.4,495,+/-120,36.6%,+/-8.6
Bachelor's degree or higher,112,+/-69,4.0%,+/-2.5,29,+/-34,2.0%,+/-2.3,83,+/-47,6.1%,+/-3.5
Population 25 years and over,"21,499",+/-110,(X),(X),"10,379",+/-85,(X),(X),"11,120",+/-100,(X),(X)
Less than 9th grade,"1,393",+/-243,6.5%,+/-1.1,783,+/-160,7.5%,+/-1.5,610,+/-133,5.5%,+/-1.2
"9th to 12th grade, no diploma","1,562",+/-198,7.3%,+/-0.9,725,+/-173,7.0%,+/-1.7,837,+/-135,7.5%,+/-1.2
High school graduate (includes equivalency),"9,797",+/-453,45.6%,+/-2.0,"4,806",+/-317,46.3%,+/-2.9,"4,991",+/-318,44.9%,+/-2.7
"Some college, no degree","3,969",+/-352,18.5%,+/-1.6,"1,943",+/-237,18.7%,+/-2.3,"2,026",+/-232,18.2%,+/-2.1
Associate's degree,"1,525",+/-240,7.1%,+/-1.1,736,+/-150,7.1%,+/-1.4,789,+/-162,7.1%,+/-1.5
Bachelor's degree,"2,233",+/-264,10.4%,+/-1.2,970,+/-163,9.3%,+/-1.6,"1,263",+/-187,11.4%,+/-1.7
Graduate or professional degree,"1,020",+/-186,4.7%,+/-0.9,416,+/-113,4.0%,+/-1.1,604,+/-126,5.4%,+/-1.1
Percent high school graduate or higher,(X),(X),86.3%,+/-1.4,(X),(X),85.5%,+/-1.9,(X),(X),87.0%,+/-1.7
Percent bachelor's degree or higher,(X),(X),15.1%,+/-1.5,(X),(X),13.4%,+/-2.0,(X),(X),16.8%,+/-1.8
Population 25 to 34 years,"3,797",+/-78,(X),(X),"1,928",+/-18,(X),(X),"1,869",+/-73,(X),(X)
High school graduate or higher,"3,058",+/-170,80.5%,+/-3.9,"1,442",+/-125,74.8%,+/-6.5,"1,616",+/-100,86.5%,+/-4.4
Bachelor's degree or higher,737,+/-159,19.4%,+/-4.3,274,+/-87,14.2%,+/-4.5,463,+/-116,24.8%,+/-6.5
Population 35 to 44 years,"4,010",+/-120,(X),(X),"1,988",+/-100,(X),(X),"2,022",+/-56,(X),(X)
High school graduate or higher,"3,396",+/-131,84.7%,+/-3.9,"1,730",+/-76,87.0%,+/-4.5,"1,666",+/-112,82.4%,+/-5.3
Bachelor's degree or higher,630,+/-156,15.7%,+/-3.9,282,+/-90,14.2%,+/-4.6,348,+/-106,17.2%,+/-5.2
Population 45 to 64 years,"8,674",+/-114,(X),(X),"4,354",+/-108,(X),(X),"4,320",+/-84,(X),(X)
High school graduate or higher,"7,852",+/-189,90.5%,+/-1.7,"3,888",+/-147,89.3%,+/-2.5,"3,964",+/-124,91.8%,+/-2.0
Bachelor's degree or higher,"1,227",+/-194,14.1%,+/-2.2,504,+/-112,11.6%,+/-2.5,723,+/-124,16.7%,+/-2.9
Population 65 years and over,"5,018",+/-60,(X),(X),"2,109",+/-27,(X),(X),"2,909",+/-43,(X),(X)
High school graduate or higher,"4,238",+/-139,84.5%,+/-2.6,"1,811",+/-84,85.9%,+/-3.7,"2,427",+/-102,83.4%,+/-3.5
Bachelor's degree or higher,659,+/-141,13.1%,+/-2.8,326,+/-90,15.5%,+/-4.2,333,+/-77,11.4%,+/-2.6
