RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"7,221",+/-27,(X),(X),"3,673",+/-24,(X),(X),"3,548",+/-10,(X),(X)
High school graduate or higher,"5,984",+/-150,82.9%,+/-2.1,"2,914",+/-114,79.3%,+/-3.1,"3,070",+/-109,86.5%,+/-3.1
Bachelor's degree or higher,707,+/-138,9.8%,+/-1.9,340,+/-85,9.3%,+/-2.3,367,+/-83,10.3%,+/-2.3
"White alone, not Hispanic or Latino","7,195",+/-10,(X),(X),"3,647",+/-18,(X),(X),"3,548",+/-10,(X),(X)
High school graduate or higher,"5,958",+/-151,82.8%,+/-2.1,"2,888",+/-115,79.2%,+/-3.2,"3,070",+/-109,86.5%,+/-3.1
Bachelor's degree or higher,707,+/-138,9.8%,+/-1.9,340,+/-85,9.3%,+/-2.3,367,+/-83,10.3%,+/-2.3
Black alone,8,+/-10,(X),(X),4,+/-5,(X),(X),4,+/-9,(X),(X)
High school graduate or higher,4,+/-5,50.0%,+/-50.0,4,+/-5,100.0%,+/-100.0,0,+/-18,0.0%,+/-100.0
Bachelor's degree or higher,0,+/-18,0.0%,+/-100.0,0,+/-18,0.0%,+/-100.0,0,+/-18,0.0%,+/-100.0
American Indian or Alaska Native alone,83,+/-29,(X),(X),11,+/-15,(X),(X),72,+/-25,(X),(X)
High school graduate or higher,48,+/-34,57.8%,+/-36.3,2,+/-4,18.2%,+/-50.1,46,+/-33,63.9%,+/-32.7
Bachelor's degree or higher,0,+/-18,0.0%,+/-29.5,0,+/-18,0.0%,+/-85.9,0,+/-18,0.0%,+/-32.7
Asian alone,16,+/-24,(X),(X),8,+/-12,(X),(X),8,+/-12,(X),(X)
High school graduate or higher,16,+/-24,100.0%,+/-71.2,8,+/-12,100.0%,+/-100.0,8,+/-12,100.0%,+/-100.0
Bachelor's degree or higher,0,+/-18,0.0%,+/-71.2,0,+/-18,0.0%,+/-100.0,0,+/-18,0.0%,+/-100.0
Native Hawaiian and Other Pacific Islander alone,0,+/-18,(X),(X),0,+/-18,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,0,+/-18,-,**,0,+/-18,-,**,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,-,**,0,+/-18,-,**,0,+/-18,-,**
Some other race alone,3,+/-6,(X),(X),3,+/-6,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,3,+/-6,100.0%,+/-100.0,3,+/-6,100.0%,+/-100.0,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,0.0%,+/-100.0,0,+/-18,0.0%,+/-100.0,0,+/-18,-,**
Two or more races,58,+/-29,(X),(X),30,+/-22,(X),(X),28,+/-22,(X),(X)
High school graduate or higher,31,+/-22,53.4%,+/-30.0,8,+/-8,26.7%,+/-31.2,23,+/-20,82.1%,+/-33.6
Bachelor's degree or higher,10,+/-11,17.2%,+/-18.3,0,+/-18,0.0%,+/-52.0,10,+/-11,35.7%,+/-33.3
Hispanic or Latino Origin,64,+/-32,(X),(X),37,+/-23,(X),(X),27,+/-25,(X),(X)
High school graduate or higher,60,+/-29,93.8%,+/-8.0,37,+/-23,100.0%,+/-46.8,23,+/-22,85.2%,+/-19.6
Bachelor's degree or higher,2,+/-4,3.1%,+/-5.3,0,+/-18,0.0%,+/-46.8,2,+/-4,7.4%,+/-13.0
