RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"11,297",+/-51,(X),(X),"5,397",+/-15,(X),(X),"5,900",+/-55,(X),(X)
High school graduate or higher,"9,983",+/-173,88.4%,+/-1.4,"4,668",+/-113,86.5%,+/-2.1,"5,315",+/-134,90.1%,+/-2.0
Bachelor's degree or higher,"1,629",+/-227,14.4%,+/-2.0,595,+/-104,11.0%,+/-1.9,"1,034",+/-184,17.5%,+/-3.1
"White alone, not Hispanic or Latino","11,120",+/-18,(X),(X),"5,385",+/-18,(X),(X),"5,735",+/-18,(X),(X)
High school graduate or higher,"9,828",+/-162,88.4%,+/-1.5,"4,656",+/-113,86.5%,+/-2.1,"5,172",+/-114,90.2%,+/-2.0
Bachelor's degree or higher,"1,545",+/-210,13.9%,+/-1.9,595,+/-104,11.0%,+/-1.9,950,+/-165,16.6%,+/-2.9
Black alone,32,+/-28,(X),(X),24,+/-19,(X),(X),8,+/-12,(X),(X)
High school graduate or higher,27,+/-28,84.4%,+/-33.8,19,+/-20,79.2%,+/-41.4,8,+/-12,100.0%,+/-100.0
Bachelor's degree or higher,5,+/-9,15.6%,+/-34.2,5,+/-9,20.8%,+/-42.9,0,+/-18,0.0%,+/-100.0
American Indian or Alaska Native alone,43,+/-38,(X),(X),21,+/-21,(X),(X),22,+/-25,(X),(X)
High school graduate or higher,43,+/-38,100.0%,+/-43.5,21,+/-21,100.0%,+/-62.2,22,+/-25,100.0%,+/-60.7
Bachelor's degree or higher,0,+/-18,0.0%,+/-43.5,0,+/-18,0.0%,+/-62.2,0,+/-18,0.0%,+/-60.7
Asian alone,17,+/-21,(X),(X),10,+/-19,(X),(X),7,+/-10,(X),(X)
High school graduate or higher,17,+/-21,100.0%,+/-69.1,10,+/-19,100.0%,+/-90.1,7,+/-10,100.0%,+/-100.0
Bachelor's degree or higher,17,+/-21,100.0%,+/-69.1,10,+/-19,100.0%,+/-90.1,7,+/-10,100.0%,+/-100.0
Native Hawaiian and Other Pacific Islander alone,0,+/-18,(X),(X),0,+/-18,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,0,+/-18,-,**,0,+/-18,-,**,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,-,**,0,+/-18,-,**,0,+/-18,-,**
Some other race alone,31,+/-32,(X),(X),31,+/-32,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,18,+/-27,58.1%,+/-56.2,18,+/-27,58.1%,+/-56.2,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,0.0%,+/-51.2,0,+/-18,0.0%,+/-51.2,0,+/-18,-,**
Two or more races,125,+/-62,(X),(X),32,+/-29,(X),(X),93,+/-55,(X),(X)
High school graduate or higher,125,+/-62,100.0%,+/-21.1,32,+/-29,100.0%,+/-50.4,93,+/-55,100.0%,+/-27.0
Bachelor's degree or higher,6,+/-8,4.8%,+/-5.8,3,+/-5,9.4%,+/-18.2,3,+/-5,3.2%,+/-5.8
Hispanic or Latino Origin,222,+/-31,(X),(X),57,+/-45,(X),(X),165,+/-55,(X),(X)
High school graduate or higher,187,+/-43,84.2%,+/-14.9,44,+/-42,77.2%,+/-33.4,143,+/-61,86.7%,+/-17.0
Bachelor's degree or higher,84,+/-76,37.8%,+/-32.7,0,+/-18,0.0%,+/-37.7,84,+/-76,50.9%,+/-37.4
