RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"17,363",+/-79,(X),(X),"8,543",+/-82,(X),(X),"8,820",+/-34,(X),(X)
High school graduate or higher,"16,398",+/-201,94.4%,+/-1.1,"8,093",+/-151,94.7%,+/-1.5,"8,305",+/-131,94.2%,+/-1.4
Bachelor's degree or higher,"3,620",+/-387,20.8%,+/-2.2,"1,619",+/-229,19.0%,+/-2.7,"2,001",+/-229,22.7%,+/-2.6
"White alone, not Hispanic or Latino","17,211",+/-21,(X),(X),"8,418",+/-21,(X),(X),"8,793",+/-21,(X),(X)
High school graduate or higher,"16,258",+/-188,94.5%,+/-1.1,"7,968",+/-129,94.7%,+/-1.5,"8,290",+/-119,94.3%,+/-1.3
Bachelor's degree or higher,"3,536",+/-383,20.5%,+/-2.2,"1,535",+/-224,18.2%,+/-2.7,"2,001",+/-229,22.8%,+/-2.6
Black alone,211,+/-72,(X),(X),131,+/-75,(X),(X),80,+/-63,(X),(X)
High school graduate or higher,187,+/-80,88.6%,+/-15.7,107,+/-78,81.7%,+/-25.1,80,+/-63,100.0%,+/-30.3
Bachelor's degree or higher,0,+/-21,0.0%,+/-13.2,0,+/-21,0.0%,+/-20.3,0,+/-21,0.0%,+/-30.3
American Indian or Alaska Native alone,0,+/-21,(X),(X),0,+/-21,(X),(X),0,+/-21,(X),(X)
High school graduate or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Bachelor's degree or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Asian alone,43,+/-43,(X),(X),14,+/-14,(X),(X),29,+/-29,(X),(X)
High school graduate or higher,27,+/-27,62.8%,+/-6.8,14,+/-14,100.0%,+/-76.1,13,+/-13,44.8%,+/-8.9
Bachelor's degree or higher,14,+/-14,32.6%,+/-5.2,14,+/-14,100.0%,+/-76.1,0,+/-21,0.0%,+/-52.9
Native Hawaiian and Other Pacific Islander alone,0,+/-21,(X),(X),0,+/-21,(X),(X),0,+/-21,(X),(X)
High school graduate or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Bachelor's degree or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Some other race alone,22,+/-24,(X),(X),11,+/-15,(X),(X),11,+/-21,(X),(X)
High school graduate or higher,22,+/-24,100.0%,+/-60.7,11,+/-15,100.0%,+/-85.9,11,+/-21,100.0%,+/-85.9
Bachelor's degree or higher,0,+/-21,0.0%,+/-60.7,0,+/-21,0.0%,+/-85.9,0,+/-21,0.0%,+/-85.9
Two or more races,44,+/-41,(X),(X),23,+/-28,(X),(X),21,+/-27,(X),(X)
High school graduate or higher,44,+/-41,100.0%,+/-43.0,23,+/-28,100.0%,+/-59.4,21,+/-27,100.0%,+/-62.2
Bachelor's degree or higher,2,+/-5,4.5%,+/-10.0,2,+/-5,8.7%,+/-25.0,0,+/-21,0.0%,+/-62.2
Hispanic or Latino Origin,174,+/-71,(X),(X),136,+/-76,(X),(X),38,+/-44,(X),(X)
High school graduate or higher,162,+/-72,93.1%,+/-9.8,136,+/-76,100.0%,+/-19.7,26,+/-37,68.4%,+/-40.3
Bachelor's degree or higher,84,+/-76,48.3%,+/-34.6,84,+/-76,61.8%,+/-40.3,0,+/-21,0.0%,+/-46.2
