RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"4,377",+/-23,(X),(X),"2,160",+/-20,(X),(X),"2,217",+/-11,(X),(X)
High school graduate or higher,"3,821",+/-115,87.3%,+/-2.6,"1,865",+/-76,86.3%,+/-3.4,"1,956",+/-69,88.2%,+/-3.1
Bachelor's degree or higher,568,+/-136,13.0%,+/-3.1,279,+/-84,12.9%,+/-3.9,289,+/-80,13.0%,+/-3.6
"White alone, not Hispanic or Latino","4,377",+/-23,(X),(X),"2,160",+/-20,(X),(X),"2,217",+/-11,(X),(X)
High school graduate or higher,"3,821",+/-115,87.3%,+/-2.6,"1,865",+/-76,86.3%,+/-3.4,"1,956",+/-69,88.2%,+/-3.1
Bachelor's degree or higher,568,+/-136,13.0%,+/-3.1,279,+/-84,12.9%,+/-3.9,289,+/-80,13.0%,+/-3.6
Black alone,20,+/-23,(X),(X),13,+/-20,(X),(X),7,+/-11,(X),(X)
High school graduate or higher,20,+/-23,100.0%,+/-63.7,13,+/-20,100.0%,+/-79.0,7,+/-11,100.0%,+/-100.0
Bachelor's degree or higher,0,+/-16,0.0%,+/-63.7,0,+/-16,0.0%,+/-79.0,0,+/-16,0.0%,+/-100.0
American Indian or Alaska Native alone,0,+/-16,(X),(X),0,+/-16,(X),(X),0,+/-16,(X),(X)
High school graduate or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Bachelor's degree or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Asian alone,0,+/-16,(X),(X),0,+/-16,(X),(X),0,+/-16,(X),(X)
High school graduate or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Bachelor's degree or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Native Hawaiian and Other Pacific Islander alone,0,+/-16,(X),(X),0,+/-16,(X),(X),0,+/-16,(X),(X)
High school graduate or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Bachelor's degree or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Some other race alone,0,+/-16,(X),(X),0,+/-16,(X),(X),0,+/-16,(X),(X)
High school graduate or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Bachelor's degree or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Two or more races,0,+/-16,(X),(X),0,+/-16,(X),(X),0,+/-16,(X),(X)
High school graduate or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Bachelor's degree or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Hispanic or Latino Origin,0,+/-16,(X),(X),0,+/-16,(X),(X),0,+/-16,(X),(X)
High school graduate or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
Bachelor's degree or higher,0,+/-16,-,**,0,+/-16,-,**,0,+/-16,-,**
