Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,417,*****,(X),(X),219,*****,(X),(X),198,*****,(X),(X)
Less than high school graduate,73,+/-42,17.5%,+/-10.0,61,+/-37,27.9%,+/-16.8,12,+/-16,6.1%,+/-8.3
High school graduate (includes equivalency),146,+/-59,35.0%,+/-14.1,47,+/-40,21.5%,+/-18.1,99,+/-45,50.0%,+/-22.6
Some college or associate's degree,152,+/-62,36.5%,+/-14.8,65,+/-42,29.7%,+/-19.0,87,+/-41,43.9%,+/-20.8
Bachelor's degree or higher,46,+/-40,11.0%,+/-9.6,46,+/-40,21.0%,+/-18.2,0,+/-16,0.0%,+/-14.0
Population 25 years and over,"4,397",*****,(X),(X),"2,173",*****,(X),(X),"2,224",*****,(X),(X)
Less than 9th grade,151,+/-55,3.4%,+/-1.3,108,+/-49,5.0%,+/-2.3,43,+/-25,1.9%,+/-1.1
"9th to 12th grade, no diploma",405,+/-100,9.2%,+/-2.3,187,+/-60,8.6%,+/-2.8,218,+/-67,9.8%,+/-3.0
High school graduate (includes equivalency),"2,172",+/-169,49.4%,+/-3.8,"1,011",+/-135,46.5%,+/-6.2,"1,161",+/-125,52.2%,+/-5.6
"Some college, no degree",682,+/-132,15.5%,+/-3.0,326,+/-78,15.0%,+/-3.6,356,+/-87,16.0%,+/-3.9
Associate's degree,419,+/-131,9.5%,+/-3.0,262,+/-113,12.1%,+/-5.2,157,+/-59,7.1%,+/-2.7
Bachelor's degree,404,+/-114,9.2%,+/-2.6,199,+/-71,9.2%,+/-3.3,205,+/-64,9.2%,+/-2.9
Graduate or professional degree,164,+/-67,3.7%,+/-1.5,80,+/-41,3.7%,+/-1.9,84,+/-46,3.8%,+/-2.1
Percent high school graduate or higher,(X),(X),87.4%,+/-2.6,(X),(X),86.4%,+/-3.4,(X),(X),88.3%,+/-3.1
Percent bachelor's degree or higher,(X),(X),12.9%,+/-3.1,(X),(X),12.8%,+/-3.9,(X),(X),13.0%,+/-3.6
Population 25 to 34 years,628,*****,(X),(X),324,*****,(X),(X),304,*****,(X),(X)
High school graduate or higher,594,+/-27,94.6%,+/-4.3,304,+/-22,93.8%,+/-6.8,290,+/-16,95.4%,+/-5.3
Bachelor's degree or higher,36,+/-24,5.7%,+/-3.9,7,+/-8,2.2%,+/-2.5,29,+/-20,9.5%,+/-6.7
Population 35 to 44 years,717,*****,(X),(X),354,*****,(X),(X),363,*****,(X),(X)
High school graduate or higher,709,+/-14,98.9%,+/-1.9,346,+/-14,97.7%,+/-3.9,363,+/-16,100.0%,+/-7.9
Bachelor's degree or higher,147,+/-56,20.5%,+/-7.8,64,+/-35,18.1%,+/-10.0,83,+/-44,22.9%,+/-12.1
Population 45 to 64 years,"1,913",*****,(X),(X),984,*****,(X),(X),929,*****,(X),(X)
High school graduate or higher,"1,689",+/-88,88.3%,+/-4.6,851,+/-51,86.5%,+/-5.2,838,+/-53,90.2%,+/-5.7
Bachelor's degree or higher,233,+/-98,12.2%,+/-5.1,112,+/-57,11.4%,+/-5.8,121,+/-55,13.0%,+/-5.9
Population 65 years and over,"1,139",*****,(X),(X),511,*****,(X),(X),628,*****,(X),(X)
High school graduate or higher,849,+/-79,74.5%,+/-6.9,377,+/-53,73.8%,+/-10.5,472,+/-46,75.2%,+/-7.4
Bachelor's degree or higher,152,+/-52,13.3%,+/-4.6,96,+/-38,18.8%,+/-7.5,56,+/-32,8.9%,+/-5.1
