Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"3,798",+/-128,(X),(X),"2,281",+/-102,(X),(X),"1,517",+/-80,(X),(X)
Less than high school graduate,746,+/-215,19.6%,+/-5.5,498,+/-196,21.8%,+/-8.3,248,+/-99,16.3%,+/-6.3
High school graduate (includes equivalency),"1,243",+/-246,32.7%,+/-6.3,705,+/-191,30.9%,+/-8.3,538,+/-136,35.5%,+/-8.5
Some college or associate's degree,"1,632",+/-218,43.0%,+/-5.9,981,+/-157,43.0%,+/-7.1,651,+/-128,42.9%,+/-8.6
Bachelor's degree or higher,177,+/-90,4.7%,+/-2.4,97,+/-67,4.3%,+/-2.9,80,+/-59,5.3%,+/-4.0
Population 25 years and over,"25,465",+/-136,(X),(X),"12,449",+/-108,(X),(X),"13,016",+/-65,(X),(X)
Less than 9th grade,653,+/-201,2.6%,+/-0.8,418,+/-163,3.4%,+/-1.3,235,+/-92,1.8%,+/-0.7
"9th to 12th grade, no diploma","2,300",+/-357,9.0%,+/-1.4,"1,078",+/-236,8.7%,+/-1.9,"1,222",+/-226,9.4%,+/-1.7
High school graduate (includes equivalency),"11,247",+/-554,44.2%,+/-2.2,"5,521",+/-406,44.3%,+/-3.2,"5,726",+/-296,44.0%,+/-2.3
"Some college, no degree","5,247",+/-379,20.6%,+/-1.5,"2,427",+/-246,19.5%,+/-2.0,"2,820",+/-280,21.7%,+/-2.2
Associate's degree,"1,945",+/-224,7.6%,+/-0.9,891,+/-159,7.2%,+/-1.3,"1,054",+/-156,8.1%,+/-1.2
Bachelor's degree,"2,690",+/-296,10.6%,+/-1.2,"1,373",+/-218,11.0%,+/-1.8,"1,317",+/-210,10.1%,+/-1.6
Graduate or professional degree,"1,383",+/-212,5.4%,+/-0.8,741,+/-146,6.0%,+/-1.2,642,+/-119,4.9%,+/-0.9
Percent high school graduate or higher,(X),(X),88.4%,+/-1.7,(X),(X),88.0%,+/-2.3,(X),(X),88.8%,+/-1.9
Percent bachelor's degree or higher,(X),(X),16.0%,+/-1.3,(X),(X),17.0%,+/-2.1,(X),(X),15.1%,+/-1.8
Population 25 to 34 years,"4,085",+/-132,(X),(X),"2,092",+/-97,(X),(X),"1,993",+/-80,(X),(X)
High school graduate or higher,"3,498",+/-213,85.6%,+/-4.2,"1,768",+/-136,84.5%,+/-5.2,"1,730",+/-121,86.8%,+/-5.6
Bachelor's degree or higher,593,+/-152,14.5%,+/-3.7,282,+/-87,13.5%,+/-4.2,311,+/-109,15.6%,+/-5.4
Population 35 to 44 years,"4,657",+/-175,(X),(X),"2,417",+/-146,(X),(X),"2,240",+/-70,(X),(X)
High school graduate or higher,"4,136",+/-227,88.8%,+/-3.8,"2,139",+/-159,88.5%,+/-5.3,"1,997",+/-141,89.2%,+/-5.5
Bachelor's degree or higher,830,+/-179,17.8%,+/-3.9,368,+/-139,15.2%,+/-5.8,462,+/-113,20.6%,+/-5.1
Population 45 to 64 years,"10,454",+/-113,(X),(X),"5,195",+/-84,(X),(X),"5,259",+/-89,(X),(X)
High school graduate or higher,"9,387",+/-256,89.8%,+/-2.2,"4,627",+/-171,89.1%,+/-3.0,"4,760",+/-144,90.5%,+/-2.6
Bachelor's degree or higher,"1,715",+/-224,16.4%,+/-2.1,947,+/-161,18.2%,+/-3.1,768,+/-141,14.6%,+/-2.6
Population 65 years and over,"6,269",+/-70,(X),(X),"2,745",+/-52,(X),(X),"3,524",+/-47,(X),(X)
High school graduate or higher,"5,491",+/-170,87.6%,+/-2.5,"2,419",+/-108,88.1%,+/-3.4,"3,072",+/-124,87.2%,+/-3.2
Bachelor's degree or higher,935,+/-165,14.9%,+/-2.6,517,+/-108,18.8%,+/-3.9,418,+/-111,11.9%,+/-3.1
