Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"1,984",+/-51,(X),(X),"1,067",+/-56,(X),(X),917,+/-25,(X),(X)
Less than high school graduate,437,+/-120,22.0%,+/-6.0,311,+/-113,29.1%,+/-10.8,126,+/-50,13.7%,+/-5.3
High school graduate (includes equivalency),866,+/-179,43.6%,+/-9.1,504,+/-139,47.2%,+/-12.9,362,+/-105,39.5%,+/-11.5
Some college or associate's degree,657,+/-161,33.1%,+/-7.9,252,+/-130,23.6%,+/-11.8,405,+/-89,44.2%,+/-9.5
Bachelor's degree or higher,24,+/-28,1.2%,+/-1.4,0,+/-21,0.0%,+/-2.8,24,+/-28,2.6%,+/-3.0
Population 25 years and over,"16,315",+/-51,(X),(X),"7,862",+/-74,(X),(X),"8,453",+/-76,(X),(X)
Less than 9th grade,"1,166",+/-289,7.1%,+/-1.8,580,+/-134,7.4%,+/-1.7,586,+/-211,6.9%,+/-2.5
"9th to 12th grade, no diploma","1,345",+/-229,8.2%,+/-1.4,664,+/-144,8.4%,+/-1.8,681,+/-149,8.1%,+/-1.8
High school graduate (includes equivalency),"6,957",+/-469,42.6%,+/-2.9,"3,609",+/-328,45.9%,+/-4.2,"3,348",+/-330,39.6%,+/-4.0
"Some college, no degree","3,233",+/-365,19.8%,+/-2.2,"1,445",+/-254,18.4%,+/-3.2,"1,788",+/-291,21.2%,+/-3.5
Associate's degree,"1,495",+/-297,9.2%,+/-1.8,659,+/-202,8.4%,+/-2.6,836,+/-185,9.9%,+/-2.2
Bachelor's degree,"1,346",+/-272,8.3%,+/-1.7,608,+/-183,7.7%,+/-2.3,738,+/-178,8.7%,+/-2.1
Graduate or professional degree,773,+/-197,4.7%,+/-1.2,297,+/-113,3.8%,+/-1.4,476,+/-137,5.6%,+/-1.6
Percent high school graduate or higher,(X),(X),84.6%,+/-2.1,(X),(X),84.2%,+/-2.2,(X),(X),85.0%,+/-2.9
Percent bachelor's degree or higher,(X),(X),13.0%,+/-2.1,(X),(X),11.5%,+/-2.8,(X),(X),14.4%,+/-2.7
Population 25 to 34 years,"2,752",+/-72,(X),(X),"1,355",+/-31,(X),(X),"1,397",+/-64,(X),(X)
High school graduate or higher,"2,390",+/-137,86.8%,+/-4.8,"1,160",+/-101,85.6%,+/-7.6,"1,230",+/-98,88.0%,+/-5.5
Bachelor's degree or higher,525,+/-152,19.1%,+/-5.5,204,+/-114,15.1%,+/-8.4,321,+/-112,23.0%,+/-7.9
Population 35 to 44 years,"3,055",+/-84,(X),(X),"1,487",+/-40,(X),(X),"1,568",+/-79,(X),(X)
High school graduate or higher,"2,754",+/-111,90.1%,+/-4.1,"1,345",+/-76,90.5%,+/-4.5,"1,409",+/-80,89.9%,+/-6.9
Bachelor's degree or higher,433,+/-188,14.2%,+/-6.1,162,+/-98,10.9%,+/-6.5,271,+/-120,17.3%,+/-7.7
Population 45 to 64 years,"6,733",+/-56,(X),(X),"3,326",+/-27,(X),(X),"3,407",+/-52,(X),(X)
High school graduate or higher,"5,943",+/-175,88.3%,+/-2.4,"2,930",+/-104,88.1%,+/-3.3,"3,013",+/-130,88.4%,+/-3.5
Bachelor's degree or higher,703,+/-186,10.4%,+/-2.8,363,+/-150,10.9%,+/-4.5,340,+/-110,10.0%,+/-3.2
Population 65 years and over,"3,775",+/-73,(X),(X),"1,694",+/-65,(X),(X),"2,081",+/-25,(X),(X)
High school graduate or higher,"2,717",+/-208,72.0%,+/-5.1,"1,183",+/-132,69.8%,+/-6.9,"1,534",+/-127,73.7%,+/-6.3
Bachelor's degree or higher,458,+/-170,12.1%,+/-4.6,176,+/-96,10.4%,+/-5.7,282,+/-121,13.6%,+/-5.8
