RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"15,985",+/-88,(X),(X),"7,738",+/-67,(X),(X),"8,247",+/-39,(X),(X)
High school graduate or higher,"13,658",+/-348,85.4%,+/-2.2,"6,512",+/-218,84.2%,+/-2.9,"7,146",+/-207,86.6%,+/-2.5
Bachelor's degree or higher,"2,095",+/-289,13.1%,+/-1.8,949,+/-208,12.3%,+/-2.7,"1,146",+/-171,13.9%,+/-2.1
"White alone, not Hispanic or Latino","15,808",+/-21,(X),(X),"7,657",+/-21,(X),(X),"8,151",+/-21,(X),(X)
High school graduate or higher,"13,548",+/-343,85.7%,+/-2.2,"6,478",+/-216,84.6%,+/-2.8,"7,070",+/-202,86.7%,+/-2.5
Bachelor's degree or higher,"2,095",+/-289,13.3%,+/-1.8,949,+/-208,12.4%,+/-2.7,"1,146",+/-171,14.1%,+/-2.1
Black alone,31,+/-32,(X),(X),28,+/-32,(X),(X),3,+/-6,(X),(X)
High school graduate or higher,21,+/-31,67.7%,+/-59.7,18,+/-31,64.3%,+/-64.3,3,+/-6,100.0%,+/-100.0
Bachelor's degree or higher,0,+/-21,0.0%,+/-51.2,0,+/-21,0.0%,+/-53.8,0,+/-21,0.0%,+/-100.0
American Indian or Alaska Native alone,46,+/-32,(X),(X),27,+/-23,(X),(X),19,+/-17,(X),(X)
High school graduate or higher,20,+/-23,43.5%,+/-52.0,12,+/-20,44.4%,+/-55.6,8,+/-14,42.1%,+/-57.4
Bachelor's degree or higher,0,+/-21,0.0%,+/-42.0,0,+/-21,0.0%,+/-54.8,0,+/-21,0.0%,+/-65.4
Asian alone,95,+/-74,(X),(X),0,+/-21,(X),(X),95,+/-74,(X),(X)
High school graduate or higher,46,+/-45,48.4%,+/-51.6,0,+/-21,-,**,46,+/-45,48.4%,+/-51.6
Bachelor's degree or higher,0,+/-21,0.0%,+/-26.5,0,+/-21,-,**,0,+/-21,0.0%,+/-26.5
Native Hawaiian and Other Pacific Islander alone,0,+/-21,(X),(X),0,+/-21,(X),(X),0,+/-21,(X),(X)
High school graduate or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Bachelor's degree or higher,0,+/-21,-,**,0,+/-21,-,**,0,+/-21,-,**
Some other race alone,6,+/-11,(X),(X),6,+/-11,(X),(X),0,+/-21,(X),(X)
High school graduate or higher,0,+/-21,0.0%,+/-100.0,0,+/-21,0.0%,+/-100.0,0,+/-21,-,**
Bachelor's degree or higher,0,+/-21,0.0%,+/-100.0,0,+/-21,0.0%,+/-100.0,0,+/-21,-,**
Two or more races,82,+/-48,(X),(X),30,+/-28,(X),(X),52,+/-44,(X),(X)
High school graduate or higher,47,+/-32,57.3%,+/-31.9,30,+/-28,100.0%,+/-52.0,17,+/-19,32.7%,+/-32.9
Bachelor's degree or higher,5,+/-10,6.1%,+/-12.6,0,+/-21,0.0%,+/-52.0,5,+/-10,9.6%,+/-19.8
Hispanic or Latino Origin,202,+/-91,(X),(X),87,+/-68,(X),(X),115,+/-45,(X),(X)
High school graduate or higher,110,+/-73,54.5%,+/-28.8,34,+/-42,39.1%,+/-40.5,76,+/-37,66.1%,+/-27.2
Bachelor's degree or higher,0,+/-21,0.0%,+/-13.8,0,+/-21,0.0%,+/-28.4,0,+/-21,0.0%,+/-22.7
