RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"12,942",+/-31,(X),(X),"6,756",+/-31,(X),(X),"6,186",+/-18,(X),(X)
High school graduate or higher,"11,367",+/-181,87.8%,+/-1.4,"5,861",+/-128,86.8%,+/-1.9,"5,506",+/-114,89.0%,+/-1.8
Bachelor's degree or higher,"1,923",+/-251,14.9%,+/-1.9,918,+/-168,13.6%,+/-2.5,"1,005",+/-150,16.2%,+/-2.4
"White alone, not Hispanic or Latino","12,912",+/-11,(X),(X),"6,726",+/-11,(X),(X),"6,186",+/-18,(X),(X)
High school graduate or higher,"11,348",+/-183,87.9%,+/-1.4,"5,842",+/-128,86.9%,+/-1.9,"5,506",+/-114,89.0%,+/-1.8
Bachelor's degree or higher,"1,923",+/-251,14.9%,+/-1.9,918,+/-168,13.6%,+/-2.5,"1,005",+/-150,16.2%,+/-2.4
Black alone,404,+/-134,(X),(X),388,+/-125,(X),(X),16,+/-19,(X),(X)
High school graduate or higher,329,+/-125,81.4%,+/-13.2,316,+/-114,81.4%,+/-13.4,13,+/-18,81.3%,+/-45.5
Bachelor's degree or higher,26,+/-30,6.4%,+/-6.3,13,+/-17,3.4%,+/-3.9,13,+/-18,81.3%,+/-45.5
American Indian or Alaska Native alone,45,+/-75,(X),(X),27,+/-45,(X),(X),18,+/-31,(X),(X)
High school graduate or higher,45,+/-75,100.0%,+/-42.5,27,+/-45,100.0%,+/-54.8,18,+/-31,100.0%,+/-67.2
Bachelor's degree or higher,0,+/-18,0.0%,+/-42.5,0,+/-18,0.0%,+/-54.8,0,+/-18,0.0%,+/-67.2
Asian alone,25,+/-23,(X),(X),15,+/-15,(X),(X),10,+/-21,(X),(X)
High school graduate or higher,25,+/-23,100.0%,+/-57.0,15,+/-15,100.0%,+/-73.6,10,+/-21,100.0%,+/-90.1
Bachelor's degree or higher,1,+/-2,4.0%,+/-9.4,1,+/-2,6.7%,+/-17.1,0,+/-18,0.0%,+/-90.1
Native Hawaiian and Other Pacific Islander alone,0,+/-18,(X),(X),0,+/-18,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,0,+/-18,-,**,0,+/-18,-,**,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,-,**,0,+/-18,-,**,0,+/-18,-,**
Some other race alone,54,+/-39,(X),(X),54,+/-39,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,54,+/-39,100.0%,+/-38.8,54,+/-39,100.0%,+/-38.8,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,0.0%,+/-38.8,0,+/-18,0.0%,+/-38.8,0,+/-18,-,**
Two or more races,165,+/-117,(X),(X),53,+/-48,(X),(X),112,+/-87,(X),(X)
High school graduate or higher,165,+/-117,100.0%,+/-16.6,53,+/-48,100.0%,+/-39.1,112,+/-87,100.0%,+/-23.2
Bachelor's degree or higher,0,+/-18,0.0%,+/-16.6,0,+/-18,0.0%,+/-39.1,0,+/-18,0.0%,+/-23.2
Hispanic or Latino Origin,83,+/-45,(X),(X),83,+/-45,(X),(X),0,+/-18,(X),(X)
High school graduate or higher,72,+/-39,86.7%,+/-16.9,72,+/-39,86.7%,+/-16.9,0,+/-18,-,**
Bachelor's degree or higher,0,+/-18,0.0%,+/-29.5,0,+/-18,0.0%,+/-29.5,0,+/-18,-,**
