Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"1,649",+/-72,(X),(X),"1,036",+/-72,(X),(X),613,+/-9,(X),(X)
Less than high school graduate,455,+/-114,27.6%,+/-6.7,315,+/-92,30.4%,+/-8.5,140,+/-58,22.8%,+/-9.5
High school graduate (includes equivalency),630,+/-116,38.2%,+/-6.7,399,+/-103,38.5%,+/-9.3,231,+/-63,37.7%,+/-10.2
Some college or associate's degree,499,+/-122,30.3%,+/-7.4,308,+/-104,29.7%,+/-10.2,191,+/-59,31.2%,+/-9.6
Bachelor's degree or higher,65,+/-53,3.9%,+/-3.2,14,+/-24,1.4%,+/-2.3,51,+/-48,8.3%,+/-7.8
Population 25 years and over,"13,593",+/-108,(X),(X),"7,218",+/-109,(X),(X),"6,375",+/-80,(X),(X)
Less than 9th grade,612,+/-134,4.5%,+/-1.0,353,+/-98,4.9%,+/-1.4,259,+/-71,4.1%,+/-1.1
"9th to 12th grade, no diploma","1,160",+/-163,8.5%,+/-1.2,626,+/-124,8.7%,+/-1.7,534,+/-98,8.4%,+/-1.5
High school graduate (includes equivalency),"6,949",+/-299,51.1%,+/-2.1,"4,055",+/-210,56.2%,+/-2.8,"2,894",+/-202,45.4%,+/-3.1
"Some college, no degree","2,045",+/-218,15.0%,+/-1.6,876,+/-136,12.1%,+/-1.9,"1,169",+/-159,18.3%,+/-2.5
Associate's degree,"1,002",+/-178,7.4%,+/-1.3,443,+/-108,6.1%,+/-1.5,559,+/-131,8.8%,+/-2.0
Bachelor's degree,940,+/-171,6.9%,+/-1.3,543,+/-122,7.5%,+/-1.7,397,+/-96,6.2%,+/-1.5
Graduate or professional degree,885,+/-164,6.5%,+/-1.2,322,+/-85,4.5%,+/-1.2,563,+/-124,8.8%,+/-1.9
Percent high school graduate or higher,(X),(X),87.0%,+/-1.2,(X),(X),86.4%,+/-1.6,(X),(X),87.6%,+/-1.7
Percent bachelor's degree or higher,(X),(X),13.4%,+/-1.6,(X),(X),12.0%,+/-1.8,(X),(X),15.1%,+/-2.3
Population 25 to 34 years,"2,506",+/-91,(X),(X),"1,530",+/-88,(X),(X),976,+/-24,(X),(X)
High school graduate or higher,"2,258",+/-117,90.1%,+/-3.3,"1,368",+/-99,89.4%,+/-3.6,890,+/-63,91.2%,+/-5.7
Bachelor's degree or higher,410,+/-130,16.4%,+/-5.0,232,+/-97,15.2%,+/-6.1,178,+/-59,18.2%,+/-6.0
Population 35 to 44 years,"2,450",+/-70,(X),(X),"1,406",+/-56,(X),(X),"1,044",+/-44,(X),(X)
High school graduate or higher,"2,259",+/-78,92.2%,+/-2.2,"1,234",+/-60,87.8%,+/-3.6,"1,025",+/-51,98.2%,+/-2.0
Bachelor's degree or higher,360,+/-104,14.7%,+/-4.2,106,+/-49,7.5%,+/-3.4,254,+/-82,24.3%,+/-7.9
Population 45 to 64 years,"5,407",+/-81,(X),(X),"2,823",+/-51,(X),(X),"2,584",+/-64,(X),(X)
High school graduate or higher,"4,874",+/-132,90.1%,+/-2.0,"2,511",+/-99,88.9%,+/-2.9,"2,363",+/-90,91.4%,+/-2.4
Bachelor's degree or higher,635,+/-135,11.7%,+/-2.5,291,+/-67,10.3%,+/-2.4,344,+/-95,13.3%,+/-3.7
Population 65 years and over,"3,230",+/-25,(X),(X),"1,459",+/-16,(X),(X),"1,771",+/-18,(X),(X)
High school graduate or higher,"2,430",+/-99,75.2%,+/-3.1,"1,126",+/-66,77.2%,+/-4.5,"1,304",+/-87,73.6%,+/-4.9
Bachelor's degree or higher,420,+/-111,13.0%,+/-3.5,236,+/-69,16.2%,+/-4.8,184,+/-70,10.4%,+/-4.0
