Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"4,043",+/-158,(X),(X),"2,189",+/-150,(X),(X),"1,854",+/-37,(X),(X)
Less than high school graduate,767,+/-181,19.0%,+/-4.0,442,+/-159,20.2%,+/-6.3,325,+/-94,17.5%,+/-5.0
High school graduate (includes equivalency),"1,213",+/-201,30.0%,+/-5.0,758,+/-135,34.6%,+/-6.4,455,+/-126,24.5%,+/-6.7
Some college or associate's degree,"1,713",+/-201,42.4%,+/-5.1,800,+/-142,36.5%,+/-6.9,913,+/-136,49.2%,+/-7.5
Bachelor's degree or higher,350,+/-111,8.7%,+/-2.8,189,+/-81,8.6%,+/-3.7,161,+/-71,8.7%,+/-3.8
Population 25 years and over,"34,006",+/-113,(X),(X),"16,712",+/-138,(X),(X),"17,294",+/-98,(X),(X)
Less than 9th grade,965,+/-248,2.8%,+/-0.7,659,+/-203,3.9%,+/-1.2,306,+/-105,1.8%,+/-0.6
"9th to 12th grade, no diploma","2,220",+/-317,6.5%,+/-0.9,"1,131",+/-218,6.8%,+/-1.3,"1,089",+/-184,6.3%,+/-1.1
High school graduate (includes equivalency),"13,657",+/-645,40.2%,+/-1.9,"6,904",+/-502,41.3%,+/-3.0,"6,753",+/-409,39.0%,+/-2.3
"Some college, no degree","7,180",+/-470,21.1%,+/-1.4,"3,752",+/-311,22.5%,+/-1.9,"3,428",+/-313,19.8%,+/-1.8
Associate's degree,"3,195",+/-363,9.4%,+/-1.1,"1,325",+/-250,7.9%,+/-1.5,"1,870",+/-271,10.8%,+/-1.6
Bachelor's degree,"4,561",+/-383,13.4%,+/-1.1,"2,079",+/-258,12.4%,+/-1.5,"2,482",+/-289,14.4%,+/-1.7
Graduate or professional degree,"2,228",+/-312,6.6%,+/-0.9,862,+/-181,5.2%,+/-1.1,"1,366",+/-219,7.9%,+/-1.3
Percent high school graduate or higher,(X),(X),90.6%,+/-1.1,(X),(X),89.3%,+/-1.8,(X),(X),91.9%,+/-1.1
Percent bachelor's degree or higher,(X),(X),20.0%,+/-1.3,(X),(X),17.6%,+/-1.9,(X),(X),22.3%,+/-1.7
Population 25 to 34 years,"5,399",+/-116,(X),(X),"2,692",+/-51,(X),(X),"2,707",+/-84,(X),(X)
High school graduate or higher,"5,002",+/-159,92.6%,+/-2.3,"2,485",+/-95,92.3%,+/-3.1,"2,517",+/-118,93.0%,+/-3.2
Bachelor's degree or higher,"1,083",+/-163,20.1%,+/-3.1,391,+/-119,14.5%,+/-4.4,692,+/-125,25.6%,+/-4.7
Population 35 to 44 years,"6,174",+/-82,(X),(X),"3,119",+/-77,(X),(X),"3,055",+/-49,(X),(X)
High school graduate or higher,"5,679",+/-174,92.0%,+/-2.6,"2,751",+/-128,88.2%,+/-3.6,"2,928",+/-96,95.8%,+/-2.6
Bachelor's degree or higher,"1,563",+/-245,25.3%,+/-4.0,530,+/-146,17.0%,+/-4.7,"1,033",+/-196,33.8%,+/-6.4
Population 45 to 64 years,"14,950",+/-107,(X),(X),"7,420",+/-106,(X),(X),"7,530",+/-91,(X),(X)
High school graduate or higher,"13,782",+/-209,92.2%,+/-1.6,"6,656",+/-169,89.7%,+/-2.7,"7,126",+/-132,94.6%,+/-1.4
Bachelor's degree or higher,"2,816",+/-345,18.8%,+/-2.3,"1,345",+/-221,18.1%,+/-3.0,"1,471",+/-203,19.5%,+/-2.8
Population 65 years and over,"7,483",+/-48,(X),(X),"3,481",+/-50,(X),(X),"4,002",+/-25,(X),(X)
High school graduate or higher,"6,358",+/-202,85.0%,+/-2.6,"3,030",+/-158,87.0%,+/-4.1,"3,328",+/-133,83.2%,+/-3.3
Bachelor's degree or higher,"1,327",+/-215,17.7%,+/-2.9,675,+/-160,19.4%,+/-4.6,652,+/-137,16.3%,+/-3.4
