RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"33,127",+/-104,(X),(X),"16,299",+/-102,(X),(X),"16,828",+/-51,(X),(X)
High school graduate or higher,"30,042",+/-371,90.7%,+/-1.1,"14,550",+/-282,89.3%,+/-1.8,"15,492",+/-210,92.1%,+/-1.2
Bachelor's degree or higher,"6,694",+/-431,20.2%,+/-1.3,"2,910",+/-317,17.9%,+/-1.9,"3,784",+/-279,22.5%,+/-1.7
"White alone, not Hispanic or Latino","32,971",+/-46,(X),(X),"16,195",+/-18,(X),(X),"16,776",+/-34,(X),(X)
High school graduate or higher,"29,960",+/-361,90.9%,+/-1.1,"14,520",+/-276,89.7%,+/-1.7,"15,440",+/-199,92.0%,+/-1.2
Bachelor's degree or higher,"6,678",+/-428,20.3%,+/-1.3,"2,902",+/-316,17.9%,+/-2.0,"3,776",+/-278,22.5%,+/-1.7
Black alone,246,+/-62,(X),(X),134,+/-46,(X),(X),112,+/-51,(X),(X)
High school graduate or higher,211,+/-76,85.8%,+/-14.0,127,+/-48,94.8%,+/-10.3,84,+/-63,75.0%,+/-30.7
Bachelor's degree or higher,22,+/-24,8.9%,+/-10.4,12,+/-18,9.0%,+/-14.1,10,+/-17,8.9%,+/-16.6
American Indian or Alaska Native alone,98,+/-73,(X),(X),15,+/-25,(X),(X),83,+/-75,(X),(X)
High school graduate or higher,98,+/-73,100.0%,+/-25.9,15,+/-25,100.0%,+/-73.6,83,+/-75,100.0%,+/-29.5
Bachelor's degree or higher,22,+/-31,22.4%,+/-21.5,0,+/-24,0.0%,+/-73.6,22,+/-31,26.5%,+/-21.7
Asian alone,156,+/-40,(X),(X),82,+/-31,(X),(X),74,+/-31,(X),(X)
High school graduate or higher,145,+/-45,92.9%,+/-10.7,71,+/-41,86.6%,+/-23.0,74,+/-31,100.0%,+/-32.0
Bachelor's degree or higher,48,+/-45,30.8%,+/-28.5,19,+/-28,23.2%,+/-30.5,29,+/-28,39.2%,+/-35.3
Native Hawaiian and Other Pacific Islander alone,28,+/-49,(X),(X),14,+/-24,(X),(X),14,+/-24,(X),(X)
High school graduate or higher,28,+/-49,100.0%,+/-53.8,14,+/-24,100.0%,+/-76.1,14,+/-24,100.0%,+/-76.1
Bachelor's degree or higher,0,+/-24,0.0%,+/-53.8,0,+/-24,0.0%,+/-76.1,0,+/-24,0.0%,+/-76.1
Some other race alone,192,+/-98,(X),(X),100,+/-77,(X),(X),92,+/-69,(X),(X)
High school graduate or higher,170,+/-101,88.5%,+/-15.8,100,+/-77,100.0%,+/-25.5,70,+/-66,76.1%,+/-32.4
Bachelor's degree or higher,0,+/-24,0.0%,+/-14.4,0,+/-24,0.0%,+/-25.5,0,+/-24,0.0%,+/-27.2
Two or more races,159,+/-79,(X),(X),68,+/-38,(X),(X),91,+/-70,(X),(X)
High school graduate or higher,127,+/-78,79.9%,+/-20.1,45,+/-31,66.2%,+/-37.5,82,+/-68,90.1%,+/-16.4
Bachelor's degree or higher,3,+/-6,1.9%,+/-3.9,0,+/-24,0.0%,+/-33.9,3,+/-6,3.3%,+/-7.4
Hispanic or Latino Origin,308,+/-107,(X),(X),194,+/-125,(X),(X),114,+/-53,(X),(X)
High school graduate or higher,231,+/-72,75.0%,+/-25.1,120,+/-86,61.9%,+/-36.1,111,+/-53,97.4%,+/-4.4
Bachelor's degree or higher,16,+/-19,5.2%,+/-6.5,8,+/-14,4.1%,+/-7.4,8,+/-13,7.0%,+/-13.2
