Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"1,398",+/-46,(X),(X),729,+/-34,(X),(X),669,+/-39,(X),(X)
Less than high school graduate,307,+/-103,22.0%,+/-7.3,166,+/-72,22.8%,+/-9.7,141,+/-66,21.1%,+/-9.9
High school graduate (includes equivalency),547,+/-134,39.1%,+/-9.4,259,+/-88,35.5%,+/-12.2,288,+/-80,43.0%,+/-11.4
Some college or associate's degree,496,+/-127,35.5%,+/-9.1,276,+/-86,37.9%,+/-11.5,220,+/-78,32.9%,+/-11.7
Bachelor's degree or higher,48,+/-32,3.4%,+/-2.3,28,+/-25,3.8%,+/-3.5,20,+/-20,3.0%,+/-2.9
Population 25 years and over,"11,670",+/-71,(X),(X),"5,712",+/-59,(X),(X),"5,958",+/-75,(X),(X)
Less than 9th grade,524,+/-158,4.5%,+/-1.4,248,+/-88,4.3%,+/-1.5,276,+/-101,4.6%,+/-1.7
"9th to 12th grade, no diploma","1,138",+/-173,9.8%,+/-1.5,561,+/-134,9.8%,+/-2.3,577,+/-112,9.7%,+/-1.9
High school graduate (includes equivalency),"5,531",+/-332,47.4%,+/-2.8,"2,754",+/-189,48.2%,+/-3.2,"2,777",+/-221,46.6%,+/-3.8
"Some college, no degree","2,119",+/-240,18.2%,+/-2.1,"1,111",+/-167,19.5%,+/-2.9,"1,008",+/-154,16.9%,+/-2.5
Associate's degree,624,+/-124,5.3%,+/-1.1,207,+/-72,3.6%,+/-1.3,417,+/-104,7.0%,+/-1.7
Bachelor's degree,"1,017",+/-169,8.7%,+/-1.4,506,+/-105,8.9%,+/-1.8,511,+/-117,8.6%,+/-2.0
Graduate or professional degree,717,+/-152,6.1%,+/-1.3,325,+/-95,5.7%,+/-1.7,392,+/-97,6.6%,+/-1.6
Percent high school graduate or higher,(X),(X),85.8%,+/-2.0,(X),(X),85.8%,+/-2.8,(X),(X),85.7%,+/-2.3
Percent bachelor's degree or higher,(X),(X),14.9%,+/-2.2,(X),(X),14.5%,+/-2.5,(X),(X),15.2%,+/-2.6
Population 25 to 34 years,"1,835",+/-51,(X),(X),957,+/-49,(X),(X),878,+/-21,(X),(X)
High school graduate or higher,"1,533",+/-124,83.5%,+/-7.3,774,+/-71,80.9%,+/-8.5,759,+/-77,86.4%,+/-8.5
Bachelor's degree or higher,347,+/-102,18.9%,+/-5.6,147,+/-70,15.4%,+/-7.5,200,+/-61,22.8%,+/-6.9
Population 35 to 44 years,"2,026",+/-38,(X),(X),"1,036",+/-33,(X),(X),990,+/-18,(X),(X)
High school graduate or higher,"1,695",+/-92,83.7%,+/-4.5,862,+/-61,83.2%,+/-6.2,833,+/-70,84.1%,+/-6.8
Bachelor's degree or higher,300,+/-88,14.8%,+/-4.4,106,+/-51,10.2%,+/-4.9,194,+/-61,19.6%,+/-6.1
Population 45 to 64 years,"4,847",+/-44,(X),(X),"2,449",+/-45,(X),(X),"2,398",+/-15,(X),(X)
High school graduate or higher,"4,336",+/-124,89.5%,+/-2.6,"2,203",+/-96,90.0%,+/-3.8,"2,133",+/-73,88.9%,+/-3.0
Bachelor's degree or higher,787,+/-145,16.2%,+/-3.0,441,+/-96,18.0%,+/-3.9,346,+/-86,14.4%,+/-3.6
Population 65 years and over,"2,962",+/-85,(X),(X),"1,270",+/-41,(X),(X),"1,692",+/-72,(X),(X)
High school graduate or higher,"2,444",+/-148,82.5%,+/-4.0,"1,064",+/-74,83.8%,+/-5.8,"1,380",+/-123,81.6%,+/-5.4
Bachelor's degree or higher,300,+/-103,10.1%,+/-3.5,137,+/-56,10.8%,+/-4.4,163,+/-72,9.6%,+/-4.2
