RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
White alone,"23,000",+/-196,(X),(X),"11,001",+/-123,(X),(X),"11,999",+/-107,(X),(X)
High school graduate or higher,"20,085",+/-330,87.3%,+/-1.4,"9,497",+/-214,86.3%,+/-2.0,"10,588",+/-216,88.2%,+/-1.7
Bachelor's degree or higher,"3,331",+/-358,14.5%,+/-1.5,"1,529",+/-202,13.9%,+/-1.8,"1,802",+/-227,15.0%,+/-1.9
"White alone, not Hispanic or Latino","22,354",+/-42,(X),(X),"10,691",+/-4,(X),(X),"11,663",+/-42,(X),(X)
High school graduate or higher,"19,687",+/-305,88.1%,+/-1.4,"9,331",+/-195,87.3%,+/-1.8,"10,356",+/-200,88.8%,+/-1.7
Bachelor's degree or higher,"3,280",+/-346,14.7%,+/-1.5,"1,478",+/-187,13.8%,+/-1.7,"1,802",+/-227,15.5%,+/-1.9
Black alone,334,+/-56,(X),(X),202,+/-80,(X),(X),132,+/-58,(X),(X)
High school graduate or higher,231,+/-47,69.2%,+/-15.2,114,+/-54,56.4%,+/-19.0,117,+/-56,88.6%,+/-19.1
Bachelor's degree or higher,92,+/-69,27.5%,+/-21.9,10,+/-15,5.0%,+/-7.3,82,+/-69,62.1%,+/-36.7
American Indian or Alaska Native alone,88,+/-32,(X),(X),38,+/-28,(X),(X),50,+/-26,(X),(X)
High school graduate or higher,86,+/-31,97.7%,+/-3.8,38,+/-28,100.0%,+/-46.2,48,+/-25,96.0%,+/-6.7
Bachelor's degree or higher,18,+/-16,20.5%,+/-17.3,0,+/-24,0.0%,+/-46.2,18,+/-16,36.0%,+/-29.5
Asian alone,388,+/-83,(X),(X),229,+/-69,(X),(X),159,+/-31,(X),(X)
High school graduate or higher,213,+/-119,54.9%,+/-23.3,107,+/-76,46.7%,+/-26.8,106,+/-54,66.7%,+/-23.3
Bachelor's degree or higher,81,+/-60,20.9%,+/-13.5,71,+/-53,31.0%,+/-21.3,10,+/-17,6.3%,+/-10.0
Native Hawaiian and Other Pacific Islander alone,49,+/-59,(X),(X),4,+/-7,(X),(X),45,+/-58,(X),(X)
High school graduate or higher,8,+/-16,16.3%,+/-39.7,0,+/-24,0.0%,+/-100.0,8,+/-16,17.8%,+/-44.3
Bachelor's degree or higher,8,+/-16,16.3%,+/-39.7,0,+/-24,0.0%,+/-100.0,8,+/-16,17.8%,+/-44.3
Some other race alone,"1,779",+/-207,(X),(X),"1,044",+/-125,(X),(X),735,+/-119,(X),(X)
High school graduate or higher,668,+/-237,37.5%,+/-12.3,330,+/-136,31.6%,+/-12.4,338,+/-122,46.0%,+/-14.0
Bachelor's degree or higher,70,+/-57,3.9%,+/-3.2,0,+/-24,0.0%,+/-2.8,70,+/-57,9.5%,+/-7.6
Two or more races,233,+/-126,(X),(X),132,+/-76,(X),(X),101,+/-65,(X),(X)
High school graduate or higher,135,+/-64,57.9%,+/-30.9,80,+/-47,60.6%,+/-28.8,55,+/-30,54.5%,+/-37.0
Bachelor's degree or higher,9,+/-11,3.9%,+/-5.2,2,+/-5,1.5%,+/-3.6,7,+/-10,6.9%,+/-11.5
Hispanic or Latino Origin,"2,532",*****,(X),(X),"1,392",*****,(X),(X),"1,140",*****,(X),(X)
High school graduate or higher,"1,052",+/-244,41.5%,+/-9.7,496,+/-143,35.6%,+/-10.3,556,+/-121,48.8%,+/-10.7
Bachelor's degree or higher,120,+/-94,4.7%,+/-3.7,51,+/-74,3.7%,+/-5.3,69,+/-57,6.1%,+/-5.0
