Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,"1,587",+/-39,(X),(X),801,+/-16,(X),(X),786,+/-34,(X),(X)
Less than high school graduate,457,+/-104,28.8%,+/-6.5,295,+/-80,36.8%,+/-9.7,162,+/-52,20.6%,+/-6.6
High school graduate (includes equivalency),642,+/-138,40.5%,+/-8.8,329,+/-91,41.1%,+/-11.6,313,+/-90,39.8%,+/-11.5
Some college or associate's degree,443,+/-125,27.9%,+/-7.8,161,+/-71,20.1%,+/-8.8,282,+/-80,35.9%,+/-10.0
Bachelor's degree or higher,45,+/-35,2.8%,+/-2.2,16,+/-17,2.0%,+/-2.1,29,+/-25,3.7%,+/-3.1
Population 25 years and over,"14,932",+/-39,(X),(X),"7,430",+/-42,(X),(X),"7,502",+/-52,(X),(X)
Less than 9th grade,730,+/-193,4.9%,+/-1.3,386,+/-119,5.2%,+/-1.6,344,+/-109,4.6%,+/-1.5
"9th to 12th grade, no diploma","1,762",+/-305,11.8%,+/-2.0,933,+/-187,12.6%,+/-2.5,829,+/-181,11.1%,+/-2.4
High school graduate (includes equivalency),"6,521",+/-393,43.7%,+/-2.6,"3,292",+/-261,44.3%,+/-3.5,"3,229",+/-238,43.0%,+/-3.2
"Some college, no degree","3,280",+/-321,22.0%,+/-2.1,"1,542",+/-202,20.8%,+/-2.7,"1,738",+/-221,23.2%,+/-2.9
Associate's degree,"1,071",+/-158,7.2%,+/-1.1,519,+/-101,7.0%,+/-1.4,552,+/-116,7.4%,+/-1.5
Bachelor's degree,896,+/-168,6.0%,+/-1.1,410,+/-100,5.5%,+/-1.3,486,+/-120,6.5%,+/-1.6
Graduate or professional degree,672,+/-157,4.5%,+/-1.1,348,+/-101,4.7%,+/-1.4,324,+/-87,4.3%,+/-1.2
Percent high school graduate or higher,(X),(X),83.3%,+/-2.2,(X),(X),82.2%,+/-2.5,(X),(X),84.4%,+/-2.7
Percent bachelor's degree or higher,(X),(X),10.5%,+/-1.6,(X),(X),10.2%,+/-1.8,(X),(X),10.8%,+/-2.1
Population 25 to 34 years,"2,127",+/-36,(X),(X),"1,113",+/-31,(X),(X),"1,014",+/-19,(X),(X)
High school graduate or higher,"1,915",+/-95,90.0%,+/-4.0,989,+/-76,88.9%,+/-5.9,926,+/-53,91.3%,+/-4.4
Bachelor's degree or higher,206,+/-70,9.7%,+/-3.3,85,+/-47,7.6%,+/-4.3,121,+/-55,11.9%,+/-5.4
Population 35 to 44 years,"2,520",+/-89,(X),(X),"1,250",+/-42,(X),(X),"1,270",+/-52,(X),(X)
High school graduate or higher,"2,103",+/-134,83.5%,+/-4.3,"1,009",+/-85,80.7%,+/-5.8,"1,094",+/-82,86.1%,+/-5.4
Bachelor's degree or higher,333,+/-133,13.2%,+/-5.4,145,+/-69,11.6%,+/-5.5,188,+/-88,14.8%,+/-7.1
Population 45 to 64 years,"6,771",+/-73,(X),(X),"3,398",+/-48,(X),(X),"3,373",+/-66,(X),(X)
High school graduate or higher,"5,778",+/-217,85.3%,+/-3.2,"2,890",+/-138,85.1%,+/-4.1,"2,888",+/-136,85.6%,+/-3.6
Bachelor's degree or higher,744,+/-166,11.0%,+/-2.5,356,+/-98,10.5%,+/-2.8,388,+/-96,11.5%,+/-2.9
Population 65 years and over,"3,514",+/-37,(X),(X),"1,669",+/-19,(X),(X),"1,845",+/-30,(X),(X)
High school graduate or higher,"2,644",+/-155,75.2%,+/-4.4,"1,223",+/-97,73.3%,+/-5.6,"1,421",+/-107,77.0%,+/-5.6
Bachelor's degree or higher,285,+/-82,8.1%,+/-2.3,172,+/-58,10.3%,+/-3.5,113,+/-50,6.1%,+/-2.7
