Subject,Total Estimate,Total MoE,Percent Estimate,Percent MoE,Male Estimate,Male MoE,Percent Male Estimate,Percent Male MoE,Female Estimate,Female MoE,Percent Female Estimate,Percent Female MoE
Population 18 to 24 years,982,+/-30,(X),(X),525,+/-19,(X),(X),457,+/-22,(X),(X)
Less than high school graduate,309,+/-78,31.5%,+/-8.0,166,+/-69,31.6%,+/-13.2,143,+/-42,31.3%,+/-9.3
High school graduate (includes equivalency),315,+/-71,32.1%,+/-6.8,199,+/-55,37.9%,+/-10.3,116,+/-49,25.4%,+/-10.0
Some college or associate's degree,241,+/-65,24.5%,+/-6.7,106,+/-51,20.2%,+/-9.7,135,+/-43,29.5%,+/-9.6
Bachelor's degree or higher,117,+/-51,11.9%,+/-5.3,54,+/-46,10.3%,+/-8.8,63,+/-30,13.8%,+/-6.6
Population 25 years and over,"8,932",+/-53,(X),(X),"4,449",+/-64,(X),(X),"4,483",+/-54,(X),(X)
Less than 9th grade,407,+/-115,4.6%,+/-1.3,232,+/-80,5.2%,+/-1.8,175,+/-65,3.9%,+/-1.4
"9th to 12th grade, no diploma",748,+/-156,8.4%,+/-1.7,401,+/-88,9.0%,+/-2.0,347,+/-110,7.7%,+/-2.5
High school graduate (includes equivalency),"4,113",+/-260,46.0%,+/-3.0,"2,185",+/-161,49.1%,+/-3.7,"1,928",+/-173,43.0%,+/-3.9
"Some college, no degree","2,167",+/-314,24.3%,+/-3.5,995,+/-185,22.4%,+/-4.1,"1,172",+/-182,26.1%,+/-4.0
Associate's degree,544,+/-110,6.1%,+/-1.2,212,+/-71,4.8%,+/-1.6,332,+/-86,7.4%,+/-1.9
Bachelor's degree,650,+/-145,7.3%,+/-1.6,270,+/-80,6.1%,+/-1.8,380,+/-94,8.5%,+/-2.1
Graduate or professional degree,303,+/-80,3.4%,+/-0.9,154,+/-56,3.5%,+/-1.3,149,+/-59,3.3%,+/-1.3
Percent high school graduate or higher,(X),(X),87.1%,+/-2.3,(X),(X),85.8%,+/-2.7,(X),(X),88.4%,+/-2.8
Percent bachelor's degree or higher,(X),(X),10.7%,+/-1.8,(X),(X),9.5%,+/-2.0,(X),(X),11.8%,+/-2.4
Population 25 to 34 years,"1,352",+/-45,(X),(X),678,+/-5,(X),(X),674,+/-46,(X),(X)
High school graduate or higher,"1,136",+/-99,84.0%,+/-6.4,570,+/-64,84.1%,+/-9.3,566,+/-64,84.0%,+/-8.1
Bachelor's degree or higher,130,+/-54,9.6%,+/-4.0,50,+/-33,7.4%,+/-4.9,80,+/-45,11.9%,+/-6.8
Population 35 to 44 years,"1,533",+/-63,(X),(X),821,+/-56,(X),(X),712,+/-23,(X),(X)
High school graduate or higher,"1,425",+/-80,93.0%,+/-3.9,771,+/-61,93.9%,+/-3.5,654,+/-52,91.9%,+/-6.7
Bachelor's degree or higher,235,+/-89,15.3%,+/-5.7,82,+/-43,10.0%,+/-5.3,153,+/-60,21.5%,+/-8.1
Population 45 to 64 years,"3,712",+/-42,(X),(X),"1,862",+/-27,(X),(X),"1,850",+/-32,(X),(X)
High school graduate or higher,"3,364",+/-97,90.6%,+/-2.4,"1,654",+/-66,88.8%,+/-3.2,"1,710",+/-50,92.4%,+/-2.5
Bachelor's degree or higher,392,+/-103,10.6%,+/-2.8,162,+/-61,8.7%,+/-3.3,230,+/-64,12.4%,+/-3.5
Population 65 years and over,"2,335",+/-30,(X),(X),"1,088",+/-16,(X),(X),"1,247",+/-19,(X),(X)
High school graduate or higher,"1,852",+/-116,79.3%,+/-4.7,821,+/-76,75.5%,+/-6.7,"1,031",+/-70,82.7%,+/-5.4
Bachelor's degree or higher,196,+/-61,8.4%,+/-2.6,130,+/-44,11.9%,+/-4.0,66,+/-34,5.3%,+/-2.7
